Density,Trial,Method,AUROC,AUPR
0.05,374,ICM,0.46868638895593323,0.04570040629337521
0.05,375,SPSID,0.8839836373258992,0.30544260530582396
0.05,375,RENDOR,0.8241124979893633,0.2043695611618531
0.05,375,ND,0.8177173345693083,0.1796039727908656
0.05,375,NE,0.786759526134422,0.19735854201537234
0.05,375,Silencer,0.5489286706408915,0.058278896995549126
0.05,375,ICM,0.4909343040648167,0.04903842706330093
0.05,376,SPSID,0.8844838069854049,0.3247912622506537
0.05,376,RENDOR,0.8318918820911015,0.22648453289642312
0.05,376,ND,0.8176093623963403,0.1852011580973639
0.05,376,NE,0.7778381080596293,0.22823678482314627
0.05,376,Silencer,0.5450312130962688,0.05666869244176483
0.05,376,ICM,0.4809349833827308,0.044903740316614704
0.05,377,SPSID,0.8749039132828146,0.2685695049777812
0.05,377,RENDOR,0.813262387085289,0.18601352899112847
0.05,377,ND,0.7951975715184615,0.16773092716565266
0.05,377,NE,0.7586412415265257,0.17919280021592676
0.05,377,Silencer,0.5211076983406224,0.05660635623178936
0.05,377,ICM,0.46464254920829473,0.04623715975645609
0.05,378,SPSID,0.8832829638387346,0.3042069405584187
0.05,378,RENDOR,0.8215501652056959,0.19230655978648242
0.05,378,ND,0.8077355363030891,0.17965361502399246
0.05,378,NE,0.7733257750698259,0.18616330762842684
0.05,378,Silencer,0.502216584283866,0.05062284774742997
0.05,378,ICM,0.47346529913772767,0.04623408359497448
0.05,379,SPSID,0.8784804074363967,0.2930491271790207
0.05,379,RENDOR,0.8219003343318001,0.2030086467277993
0.05,379,ND,0.811528009996251,0.18532533813119156
0.05,379,NE,0.7880292217423059,0.20877955348746005
0.05,379,Silencer,0.5283289208625261,0.06373379490733597
0.05,379,ICM,0.4492481773568341,0.045114953753744205
0.05,380,SPSID,0.8644423700079401,0.29300709033376776
0.05,380,RENDOR,0.794573703298354,0.17347265953748764
0.05,380,ND,0.7795502049400203,0.1728975382205377
0.05,380,NE,0.7552788686452501,0.17420654293191884
0.05,380,Silencer,0.5032623017661323,0.051394271336023326
0.05,380,ICM,0.478584518981094,0.046347887203974966
0.05,381,SPSID,0.8695771149556158,0.2778113053548817
0.05,381,RENDOR,0.8093355617736059,0.21469893053519068
0.05,381,ND,0.7976693508528341,0.18566739464348891
0.05,381,NE,0.7685726274300881,0.20345802839704852
0.05,381,Silencer,0.5397860273023222,0.06060079561986131
0.05,381,ICM,0.472885083672589,0.05033098523125546
0.05,382,SPSID,0.8883252467551863,0.2863138991969248
0.05,382,RENDOR,0.8288674717606168,0.2101838937160773
0.05,382,ND,0.8177637005131966,0.1981301822151898
0.05,382,NE,0.7795003122624091,0.1922009024630308
0.05,382,Silencer,0.4842509011485826,0.04807507981782845
0.05,382,ICM,0.4648140511295753,0.04682221852465826
0.05,383,SPSID,0.8677206017946484,0.3118907009217655
0.05,383,RENDOR,0.8103845383866319,0.20374650644086004
0.05,383,ND,0.7987116272369243,0.18228461748331243
0.05,383,NE,0.7758677170934528,0.198090074873911
0.05,383,Silencer,0.5274040967346327,0.05417613206872172
0.05,383,ICM,0.4867965747181431,0.04745182646063212
0.05,384,SPSID,0.8841349782454903,0.3189969325013605
0.05,384,RENDOR,0.8144890515679551,0.2032049437427077
0.05,384,ND,0.808800451349512,0.17749654962353406
0.05,384,NE,0.784925749503295,0.22101152171046212
0.05,384,Silencer,0.5271491916163784,0.05080555759616512
0.05,384,ICM,0.46490148105312157,0.042848773965134555
0.05,385,SPSID,0.8853490912280049,0.30737061138995536
0.05,385,RENDOR,0.8337691824551241,0.21459783966163642
0.05,385,ND,0.8149004368235812,0.19970241664672123
0.05,385,NE,0.8187412464753361,0.2286775170844961
0.05,385,Silencer,0.49951653524752593,0.049040170417068776
0.05,385,ICM,0.4306756281498294,0.04130053807191957
0.05,386,SPSID,0.87002571258945,0.2970449419531897
0.05,386,RENDOR,0.803329614192074,0.20797531480451267
0.05,386,ND,0.8009341965531263,0.19202547866309616
0.05,386,NE,0.7508165432576336,0.19965444187265874
0.05,386,Silencer,0.526151664518989,0.06077188690835088
0.05,386,ICM,0.4568091112494451,0.0486671605135862
0.05,387,SPSID,0.8756256940791397,0.2929183796081707
0.05,387,RENDOR,0.8143410963926482,0.2056267182960661
0.05,387,ND,0.7982613085085467,0.17446224302319366
0.05,387,NE,0.7797564280362806,0.1859571023169611
0.05,387,Silencer,0.5166151786141265,0.05191539122107572
0.05,387,ICM,0.4450940759515194,0.042112160835515305
0.05,388,SPSID,0.8819925763144583,0.3098869928129071
0.05,388,RENDOR,0.8243760151141512,0.2115870583680697
0.05,388,ND,0.8219097813228946,0.193650135143792
0.05,388,NE,0.7841049241889303,0.20087983546912214
0.05,388,Silencer,0.5166119308717717,0.056845345145249505
0.05,388,ICM,0.49929726734605256,0.04917752959766877
0.05,389,SPSID,0.863794060334991,0.2855224966323078
0.05,389,RENDOR,0.8048488028797585,0.19366104342965904
0.05,389,ND,0.795409710847155,0.17937440612016878
0.05,389,NE,0.7682620913558208,0.2010384490913116
0.05,389,Silencer,0.49229403908336844,0.0511472318038666
0.05,389,ICM,0.47755665192131014,0.048340612126769815
0.05,390,SPSID,0.8901646172633647,0.33400413100141046
0.05,390,RENDOR,0.8318639735604004,0.2250676113295629
0.05,390,ND,0.8234571334036502,0.2018388825595043
0.05,390,NE,0.7872847638324458,0.22183435208738256
0.05,390,Silencer,0.5171603083791455,0.053027369513390744
0.05,390,ICM,0.4872828331895708,0.04458261347776457
0.05,391,SPSID,0.8792906531007058,0.29305063515188706
0.05,391,RENDOR,0.8263636503216627,0.20148832470163994
0.05,391,ND,0.8181838467483148,0.19994462376061709
0.05,391,NE,0.782802176149362,0.20287037882125933
0.05,391,Silencer,0.5178644871053426,0.0555092142532665
0.05,391,ICM,0.4828096483461368,0.050337712356845025
0.05,392,SPSID,0.8781527071649232,0.27876764883615723
0.05,392,RENDOR,0.8114150167264877,0.21244259459544132
0.05,392,ND,0.8022058244683382,0.1728534310380757
0.05,392,NE,0.7814691107149006,0.20160252755840852
0.05,392,Silencer,0.542443408068335,0.05706955039038196
0.05,392,ICM,0.47829838808046365,0.04460917234229255
0.05,393,SPSID,0.8700690558967052,0.29077280746135986
0.05,393,RENDOR,0.8133081457590006,0.1960411977675679
0.05,393,ND,0.8058958894740174,0.19272691768443284
0.05,393,NE,0.7600374485148187,0.17616322366978193
0.05,393,Silencer,0.5174337694930136,0.05203728971150388
0.05,393,ICM,0.4632878812698905,0.04411246933280005
0.05,394,SPSID,0.8834081171499931,0.2937844574807055
0.05,394,RENDOR,0.8200428854762466,0.20454625147619376
0.05,394,ND,0.805985510648705,0.19143215282558174
0.05,394,NE,0.7811283022839702,0.1884188874132861
0.05,394,Silencer,0.510349928358981,0.05244882764186569
0.05,394,ICM,0.4596078801113436,0.04419068385326953
0.05,395,SPSID,0.8847698747048715,0.30852713792624037
0.05,395,RENDOR,0.8370305517506189,0.2007357013096284
0.05,395,ND,0.8202477172649116,0.1925896916323616
0.05,395,NE,0.8029449756226859,0.2006007269703116
0.05,395,Silencer,0.5021129880114992,0.05303507518281474
0.05,395,ICM,0.4931247895181634,0.04517859545855277
0.05,396,SPSID,0.8869540143397147,0.3225792519263753
0.05,396,RENDOR,0.8221028959500252,0.22308004645646443
0.05,396,ND,0.8113857839471124,0.19119298229901355
0.05,396,NE,0.7768017845051842,0.2150407609822318
0.05,396,Silencer,0.5313787086887609,0.05801689971847526
0.05,396,ICM,0.47367229713435477,0.04741359047701819
0.05,397,SPSID,0.8730704539648276,0.3124429173069426
0.05,397,RENDOR,0.795626775947737,0.17279675218154278
0.05,397,ND,0.7877338255152531,0.17637164004230868
0.05,397,NE,0.7688429032476708,0.1776072922901034
0.05,397,Silencer,0.5070014963581666,0.052399957017951304
0.05,397,ICM,0.4439002288854478,0.04336726709025672
0.05,398,SPSID,0.8732294860853969,0.2705758198219879
0.05,398,RENDOR,0.8037694724890072,0.18898145541057773
0.05,398,ND,0.7997644588202962,0.17966720983434434
0.05,398,NE,0.7589764196655866,0.17741569505289342
0.05,398,Silencer,0.518963076400139,0.04959502453198747
0.05,398,ICM,0.4459914154709559,0.03994332461419414
0.05,399,SPSID,0.8773641968947402,0.2899791573830329
0.05,399,RENDOR,0.8178226100507558,0.2167494406560822
0.05,399,ND,0.8120539344234663,0.19196945644885913
0.05,399,NE,0.7757760855618077,0.201571418535258
0.05,399,Silencer,0.5504743915607396,0.0591805555483231
0.05,399,ICM,0.48166035872788093,0.04688205610723308
0.05,400,SPSID,0.8652919590549153,0.2629001551101944
0.05,400,RENDOR,0.8169939269083027,0.2009252173560291
0.05,400,ND,0.8038365630163736,0.17320308015290287
0.05,400,NE,0.770342711216979,0.19066857215169442
0.05,400,Silencer,0.5238105967939226,0.05201921996090669
0.05,400,ICM,0.5047898023562738,0.04920003334632385
0.05,401,SPSID,0.8792292051628315,0.2871060658803325
0.05,401,RENDOR,0.8220690597909857,0.20862107787396872
0.05,401,ND,0.806589545594706,0.1942480370222449
0.05,401,NE,0.7819216113239484,0.19840023305713664
0.05,401,Silencer,0.550815879703353,0.06047166483423041
0.05,401,ICM,0.4409035939150817,0.04265404162391407
0.05,402,SPSID,0.8758976411214123,0.3290210935679516
0.05,402,RENDOR,0.8116037229198295,0.20856469999070015
0.05,402,ND,0.7963721500206722,0.17917678986976907
0.05,402,NE,0.7859991135516657,0.21176170668572528
0.05,402,Silencer,0.5296001538740505,0.05712338096653188
0.05,402,ICM,0.47749143280115836,0.04813623982597896
0.05,403,SPSID,0.8646283853009291,0.3088557895069867
0.05,403,RENDOR,0.8024733604120855,0.1829312191334515
0.05,403,ND,0.792882270211717,0.1791637215948567
0.05,403,NE,0.7654050986920967,0.18031110762901262
0.05,403,Silencer,0.48994792167244083,0.050254900838846234
0.05,403,ICM,0.4556430085581672,0.04471558098603923
0.05,404,SPSID,0.8811240888950954,0.3081193629072835
0.05,404,RENDOR,0.8221711492531782,0.22661939420909336
0.05,404,ND,0.8097163390497886,0.18110889854421577
0.05,404,NE,0.803553991834084,0.21470248582092502
0.05,404,Silencer,0.5147764396855032,0.053227313239438426
0.05,404,ICM,0.44802801247997665,0.04302104768316229
0.05,405,SPSID,0.8697093653518314,0.2757777588643429
0.05,405,RENDOR,0.8089920800571717,0.21000664076172038
0.05,405,ND,0.8038553905978968,0.18142569627878113
0.05,405,NE,0.761137478700878,0.2108240312161229
0.05,405,Silencer,0.5139817217864513,0.05293177866368596
0.05,405,ICM,0.4825520030577859,0.048505916122557086
0.05,406,SPSID,0.8809942102626227,0.29594172368672106
0.05,406,RENDOR,0.8258391099844461,0.2006692387607984
0.05,406,ND,0.8134524931203637,0.1843534310857067
0.05,406,NE,0.793289363484087,0.19320461014566714
0.05,406,Silencer,0.5022721027010051,0.04777930741534806
0.05,406,ICM,0.4679811819514238,0.04203613389265406
0.05,407,SPSID,0.8930111475250259,0.3300229987731696
0.05,407,RENDOR,0.8204965518834353,0.21005778891091997
0.05,407,ND,0.80937645587774,0.19353903315316448
0.05,407,NE,0.7848495497619141,0.21612591412780496
0.05,407,Silencer,0.5317467191901468,0.05902372477520472
0.05,407,ICM,0.4483107332643277,0.04368089664065088
0.05,408,SPSID,0.8754518901003276,0.3196682904921459
0.05,408,RENDOR,0.8223140132319819,0.21885398953334964
0.05,408,ND,0.8091715094888923,0.19373717191474654
0.05,408,NE,0.7749031435554873,0.21898455260657576
0.05,408,Silencer,0.49635748585943895,0.05275387901549272
0.05,408,ICM,0.49644926353910723,0.05075805213604484
0.05,409,SPSID,0.8759230741785886,0.2891886174757426
0.05,409,RENDOR,0.8107776044731163,0.20060519438050622
0.05,409,ND,0.793286860736265,0.17157662627268497
0.05,409,NE,0.7786415169361827,0.19321339649129293
0.05,409,Silencer,0.5310240779363642,0.05864360895740987
0.05,409,ICM,0.45573554217376844,0.04418655358221103
0.05,410,SPSID,0.8712796259690947,0.27299230857657436
0.05,410,RENDOR,0.8158322086975593,0.20137330878189239
0.05,410,ND,0.8137269033795617,0.19097075786152418
0.05,410,NE,0.7716965104770505,0.20205246664073925
0.05,410,Silencer,0.5200433976258745,0.05354348050375177
0.05,410,ICM,0.46998384422604034,0.04771167320941745
0.05,411,SPSID,0.8749438422776042,0.2791275208982819
0.05,411,RENDOR,0.8107991187626665,0.18928646842528946
0.05,411,ND,0.8072163911224433,0.17611327914757513
0.05,411,NE,0.7761735500953892,0.18268646235695093
0.05,411,Silencer,0.5259250606143273,0.053141742157518226
0.05,411,ICM,0.4558787119241639,0.043192393269294554
0.05,412,SPSID,0.8921875585865682,0.3425761328638406
0.05,412,RENDOR,0.8322309830878188,0.20245209081444926
0.05,412,ND,0.8219655748341378,0.18598659159125497
0.05,412,NE,0.803481437253635,0.20929029928013887
0.05,412,Silencer,0.5149823738712732,0.05014682599812477
0.05,412,ICM,0.4452915750020995,0.04197101423926218
0.05,413,SPSID,0.8827937754851909,0.3200750200335665
0.05,413,RENDOR,0.8257621227458813,0.2203432462129636
0.05,413,ND,0.8161211162951303,0.20101863556848773
0.05,413,NE,0.7919064694006689,0.19967142738600363
0.05,413,Silencer,0.5087074147398973,0.05323102244570366
0.05,413,ICM,0.48001700437895334,0.04857656519650479
0.05,414,SPSID,0.8915218577722236,0.34322843708541145
0.05,414,RENDOR,0.8329585131635263,0.2269138305400671
0.05,414,ND,0.8204359822090046,0.18688156048668597
0.05,414,NE,0.7985581067934288,0.22045147963638376
0.05,414,Silencer,0.5033509714126019,0.0491762196342108
0.05,414,ICM,0.46651181716157863,0.04352969200583432
0.05,415,SPSID,0.8765106355042017,0.2871549604689315
0.05,415,RENDOR,0.8070413165266107,0.17024515873471194
0.05,415,ND,0.8033099177170868,0.16739338217651997
0.05,415,NE,0.758063287815126,0.16741378906808058
0.05,415,Silencer,0.5070697654061624,0.050644331318183855
0.05,415,ICM,0.48305803571428574,0.045316635404194214
0.05,416,SPSID,0.8709134297215021,0.29320837847009706
0.05,416,RENDOR,0.807151427698925,0.18694638550326192
0.05,416,ND,0.7964947259875204,0.18498749819647745
0.05,416,NE,0.7649922012265227,0.1762442914102464
0.05,416,Silencer,0.5287574905856737,0.05463818306051488
0.05,416,ICM,0.47491243140928985,0.04576342484001951
0.05,417,SPSID,0.8838437310597895,0.3213340181149275
0.05,417,RENDOR,0.8315404324094948,0.2172257934363403
0.05,417,ND,0.8166164975625507,0.19120632957156125
0.05,417,NE,0.7916257748315932,0.21565669249626482
0.05,417,Silencer,0.5078915958508841,0.05325157282727308
0.05,417,ICM,0.4659091005148779,0.045148372535144
0.05,418,SPSID,0.8722464817844847,0.3191984988993039
0.05,418,RENDOR,0.8175895143108258,0.19325770831646172
0.05,418,ND,0.8075243652274203,0.1855410983339828
0.05,418,NE,0.7762346322331418,0.20327139164924463
0.05,418,Silencer,0.5246967699463975,0.05558100254079503
0.05,418,ICM,0.4725933529957375,0.04421963565558428
0.05,419,SPSID,0.8901399644011808,0.30233640655463867
0.05,419,RENDOR,0.8275519014397085,0.20874353137251392
0.05,419,ND,0.8164336852700657,0.19426170093231573
0.05,419,NE,0.7846217422893984,0.21076822966808773
0.05,419,Silencer,0.48078280488804015,0.04391723338043488
0.05,419,ICM,0.4546911842954648,0.040129131632019394
0.05,420,SPSID,0.8773412759049186,0.31910123007810626
0.05,420,RENDOR,0.8210382745604057,0.20755318788476193
0.05,420,ND,0.8140762960645302,0.1960375573158084
0.05,420,NE,0.7810873173527887,0.20776487504104835
0.05,420,Silencer,0.5214641044111833,0.05926925653840129
0.05,420,ICM,0.48265917684753323,0.04975599507680128
0.05,421,SPSID,0.8710694417158024,0.3007012841493459
0.05,421,RENDOR,0.8127504792303855,0.20032521044859963
0.05,421,ND,0.8006809881969051,0.1840240911383926
0.05,421,NE,0.7722242838628516,0.19453076698788183
0.05,421,Silencer,0.48930048937689136,0.05067477886968796
0.05,421,ICM,0.4479431698654436,0.04509051973111926
0.05,422,SPSID,0.8762599370247355,0.2865669999821
0.05,422,RENDOR,0.8296696388996021,0.19948842751674906
0.05,422,ND,0.8153735630529765,0.18549535466827072
0.05,422,NE,0.7849021695957266,0.19859512781655347
0.05,422,Silencer,0.5227744806267594,0.04838696371564412
0.05,422,ICM,0.4714198216660239,0.0418648664341168
0.05,423,SPSID,0.8871297572987665,0.3235807525933472
0.05,423,RENDOR,0.8242623194468796,0.20690270230316896
0.05,423,ND,0.8084366556342593,0.183148013988181
0.05,423,NE,0.801852090668463,0.218434277196244
0.05,423,Silencer,0.5301044169856709,0.0571072445957376
0.05,423,ICM,0.4676668145336322,0.04792610118583313
0.05,424,SPSID,0.8887071886959127,0.362320226169767
0.05,424,RENDOR,0.8305031396415836,0.23267795600321167
0.05,424,ND,0.8168347918217597,0.2021285916833546
0.05,424,NE,0.8028254117624833,0.22871232299021468
0.05,424,Silencer,0.5446124482474228,0.06163469394749038
0.05,424,ICM,0.4281024143626328,0.04600428389003343
0.05,425,SPSID,0.8814506749071869,0.3037056895967127
0.05,425,RENDOR,0.829034957831713,0.22414294286210515
0.05,425,ND,0.8159602137384924,0.18747201371136532
0.05,425,NE,0.777479345050323,0.2215176262542115
0.05,425,Silencer,0.5092898989248696,0.05466790953587945
0.05,425,ICM,0.5005274791304535,0.048435350286437306
0.05,426,SPSID,0.8835460130321489,0.3039879195169555
0.05,426,RENDOR,0.8258049460699209,0.2113750332327579
0.05,426,ND,0.8093619118613479,0.17817805863390818
0.05,426,NE,0.7818610863175516,0.21375989196324918
0.05,426,Silencer,0.5192494744310286,0.05642989683103757
0.05,426,ICM,0.45554773604830984,0.046325130409755735
0.05,427,SPSID,0.8801950851487892,0.33990737915677416
0.05,427,RENDOR,0.8316324020706759,0.22499030161332176
0.05,427,ND,0.8187617477194327,0.19635707332915023
0.05,427,NE,0.7861916633294893,0.21097544061289492
0.05,427,Silencer,0.4996414060650313,0.04988704581778264
0.05,427,ICM,0.47568364688147835,0.047346769280281475
0.05,428,SPSID,0.87219975330478,0.306349809735968
0.05,428,RENDOR,0.8106485676877238,0.20529768157552847
0.05,428,ND,0.8009515693033014,0.17693679780446553
0.05,428,NE,0.7689960995253934,0.21396958252108095
0.05,428,Silencer,0.513278876759267,0.05212044425101284
0.05,428,ICM,0.47584173124442725,0.0452961095216341
0.05,429,SPSID,0.8797659206971025,0.3021264433891456
0.05,429,RENDOR,0.824786231634492,0.21003744494305016
0.05,429,ND,0.8121899846458205,0.18514321154015223
0.05,429,NE,0.7822191453799265,0.19632946588426028
0.05,429,Silencer,0.5572592746305537,0.05747751528234042
0.05,429,ICM,0.46757748367583063,0.04528197836509412
0.05,430,SPSID,0.8841956351046761,0.29573764447298895
0.05,430,RENDOR,0.8239316531098068,0.20830495505063426
0.05,430,ND,0.8214879420411976,0.1950240315423133
0.05,430,NE,0.784405961410202,0.19972042501209378
0.05,430,Silencer,0.48961898965104644,0.05023054190130876
0.05,430,ICM,0.46157798018469753,0.04636532978271173
0.05,431,SPSID,0.8792149080816088,0.32620992564426143
0.05,431,RENDOR,0.8170958272718472,0.20747598813845597
0.05,431,ND,0.8069862491006643,0.19246702319735806
0.05,431,NE,0.7827553855210684,0.20009309755803648
0.05,431,Silencer,0.5084393605651468,0.052328963374518624
0.05,431,ICM,0.46184200840371403,0.044687983509027994
0.05,432,SPSID,0.8650600705305732,0.31512680916668384
0.05,432,RENDOR,0.795098324400789,0.19920706600423657
0.05,432,ND,0.7920407045087766,0.18186238387326706
0.05,432,NE,0.7550130501484329,0.21076093730314172
0.05,432,Silencer,0.5352435695642646,0.05910606911395636
0.05,432,ICM,0.4640282122292841,0.048688746368148614
0.05,433,SPSID,0.8732054736842105,0.3078968848087946
0.05,433,RENDOR,0.8087301052631579,0.1907513956638544
0.05,433,ND,0.8007793684210526,0.1749127231436722
0.05,433,NE,0.771170947368421,0.1980197173632294
0.05,433,Silencer,0.5356008421052632,0.05672847712621106
0.05,433,ICM,0.4907764210526316,0.04762363436757855
0.05,434,SPSID,0.8662420711171718,0.2657590353864688
0.05,434,RENDOR,0.8122457075559413,0.18511810309959426
0.05,434,ND,0.7966838157813178,0.19117845254419252
0.05,434,NE,0.7649757226388976,0.17620920844469665
0.05,434,Silencer,0.5174759809086964,0.055027735091987454
0.05,434,ICM,0.4500307857600364,0.04561510331435431
0.05,435,SPSID,0.8682300570103912,0.2761753958863199
0.05,435,RENDOR,0.8080100877138381,0.18739321646711404
0.05,435,ND,0.7975956392281637,0.18085324446252418
0.05,435,NE,0.7667886679862728,0.17467221416016496
0.05,435,Silencer,0.5339085479331303,0.05343264103201844
0.05,435,ICM,0.4817397702679771,0.045848768096211884
0.05,436,SPSID,0.8782071157274629,0.29976997769849156
0.05,436,RENDOR,0.8252972126702844,0.2051713755402131
0.05,436,ND,0.8198251732764561,0.20276915419975033
0.05,436,NE,0.789907248011271,0.1844325719490308
0.05,436,Silencer,0.5569482645096938,0.06179168830166536
0.05,436,ICM,0.44604643476823924,0.04313671878572709
0.05,437,SPSID,0.8810241019334638,0.3413317691558249
0.05,437,RENDOR,0.824307252249568,0.23308963693201043
0.05,437,ND,0.8208859586870433,0.19360197875744226
0.05,437,NE,0.802964499894361,0.23704152906314654
0.05,437,Silencer,0.5216190388480478,0.05178661795458489
0.05,437,ICM,0.43076997253387217,0.04134704130811526
0.05,438,SPSID,0.8696758554327647,0.2949624542434043
0.05,438,RENDOR,0.8027305392034725,0.19384638489082154
0.05,438,ND,0.8009285242688962,0.18783481553208356
0.05,438,NE,0.7494704274080767,0.1853625503083436
0.05,438,Silencer,0.5161747199452349,0.05711438295718799
0.05,438,ICM,0.4593783216261088,0.04520895945318737
0.05,439,SPSID,0.8947471822223516,0.36087321732504807
0.05,439,RENDOR,0.8365418120931797,0.25020092979207237
0.05,439,ND,0.8221429703309702,0.22121633597590631
0.05,439,NE,0.7867641054622156,0.22382705887452017
0.05,439,Silencer,0.5126507928423072,0.053409387563609675
0.05,439,ICM,0.4714729573385918,0.049496258938388715
0.05,440,SPSID,0.8782465421531395,0.30816186630303016
0.05,440,RENDOR,0.8163979164412051,0.19560525459064776
0.05,440,ND,0.8147096809644974,0.19889747862292728
0.05,440,NE,0.7672686805945307,0.19663201515919534
0.05,440,Silencer,0.5170881015839778,0.05667720825603151
0.05,440,ICM,0.49855075381774655,0.050627339994875536
0.05,441,SPSID,0.8878578262006918,0.3310798675726247
0.05,441,RENDOR,0.8229338771847924,0.2044988771043543
0.05,441,ND,0.8082179180227688,0.1807118923057223
0.05,441,NE,0.790372956473099,0.20665287946042676
0.05,441,Silencer,0.5217683840950199,0.05143485883356205
0.05,441,ICM,0.4594328239147876,0.043582995742633635
0.05,442,SPSID,0.8788198103266596,0.31129935347840376
0.05,442,RENDOR,0.8139027665860865,0.2138479085440458
0.05,442,ND,0.796969875410649,0.18006516174735684
0.05,442,NE,0.7709551850244839,0.20017959694271076
0.05,442,Silencer,0.5145327382797165,0.05642979834996083
0.05,442,ICM,0.459843385193909,0.04546281369856831
0.05,443,SPSID,0.8766813079422329,0.3046876090430807
0.05,443,RENDOR,0.8081272261813426,0.19294141987969698
0.05,443,ND,0.8043912182226756,0.18156718429088475
0.05,443,NE,0.7821767516581288,0.19093364245102634
0.05,443,Silencer,0.4854112344106886,0.046234124207533145
0.05,443,ICM,0.4346564968682962,0.040110943128078745
0.05,444,SPSID,0.8871947365071118,0.31623457324575777
0.05,444,RENDOR,0.8283897991052552,0.1854152082365482
0.05,444,ND,0.8173829189332464,0.18563333535399498
0.05,444,NE,0.7894328195801099,0.1933901281730509
0.05,444,Silencer,0.5238417011140281,0.05190470666221103
0.05,444,ICM,0.4640842117010878,0.04315353685065415
0.05,445,SPSID,0.8910644484981214,0.32163326159583877
0.05,445,RENDOR,0.8302928598086138,0.20199892016437876
0.05,445,ND,0.8198168679151041,0.187400911950762
0.05,445,NE,0.7993385685771832,0.20401897745903416
0.05,445,Silencer,0.5256078842504723,0.0534323977758181
0.05,445,ICM,0.4650889488522245,0.0433073977245894
0.05,446,SPSID,0.8714698831511496,0.298536363154507
0.05,446,RENDOR,0.8109699208443272,0.2057643009523471
0.05,446,ND,0.8056189973614777,0.20511603037670129
0.05,446,NE,0.7741411735142606,0.1962132745722954
0.05,446,Silencer,0.5244778489760019,0.05772954050191399
0.05,446,ICM,0.4639944716672949,0.04719058903455502
0.05,447,SPSID,0.8794238770009238,0.28077754082052314
0.05,447,RENDOR,0.8019624046932952,0.18271855152729313
0.05,447,ND,0.7974944720387707,0.18077076865183575
0.05,447,NE,0.7712096196004355,0.16914563370165694
0.05,447,Silencer,0.5240311203104965,0.0519059749790827
0.05,447,ICM,0.4557991458588978,0.0438464735697366
0.05,448,SPSID,0.8701564796786501,0.2790075490478513
0.05,448,RENDOR,0.8121086927037952,0.2003305086895092
0.05,448,ND,0.8018158198303776,0.17175267781710998
0.05,448,NE,0.7821934786318242,0.2086419860977034
0.05,448,Silencer,0.5352079804277537,0.057919818826219535
0.05,448,ICM,0.44415965917731687,0.042053758019998215
0.05,449,SPSID,0.8720520139628564,0.3041540482613668
0.05,449,RENDOR,0.8014809819126592,0.18612920590078844
0.05,449,ND,0.7916410545473852,0.174894952744071
0.05,449,NE,0.7698173513709017,0.18917759614889143
0.05,449,Silencer,0.49541719342604296,0.05167391695169138
0.05,449,ICM,0.44461477713515896,0.04353793354107201
0.05,450,SPSID,0.880386007651077,0.2897145066403203
0.05,450,RENDOR,0.8143981038405667,0.18904938435571636
0.05,450,ND,0.8055245768662573,0.17959098323562417
0.05,450,NE,0.7873578825165064,0.17622032744903302
0.05,450,Silencer,0.47132208257644265,0.046345494919218834
0.05,450,ICM,0.4625733491873916,0.042790492571528144
0.05,451,SPSID,0.8937410639863694,0.3161361944571615
0.05,451,RENDOR,0.8274168762737683,0.21064316283139925
0.05,451,ND,0.8181504933314527,0.18587678963067972
0.05,451,NE,0.7939202911483305,0.2082578515328814
0.05,451,Silencer,0.511859205522799,0.049414913125430886
0.05,451,ICM,0.48111007208077966,0.04352310054779267
0.05,452,SPSID,0.8728595599815359,0.29535721811759363
0.05,452,RENDOR,0.8183290397252092,0.2159830854797423
0.05,452,ND,0.7993358696168675,0.18281197942376218
0.05,452,NE,0.7705902268654286,0.19745780810144595
0.05,452,Silencer,0.5296008641522755,0.054673163682815426
0.05,452,ICM,0.45071896722602367,0.04517345288221771
0.05,453,SPSID,0.8817272506360959,0.31931374709893134
0.05,453,RENDOR,0.8217895022727923,0.2203193939072864
0.05,453,ND,0.8088490991420249,0.207212617268512
0.05,453,NE,0.7850702484983053,0.20869067775953842
0.05,453,Silencer,0.5208005755834453,0.06143411550907073
0.05,453,ICM,0.46873123874324596,0.05006120750107222
0.05,454,SPSID,0.8792383699576275,0.3100334131133402
0.05,454,RENDOR,0.8108295416880104,0.22849169446946618
0.05,454,ND,0.803871835194341,0.17870698643290364
0.05,454,NE,0.769561754480548,0.22109272076719536
0.05,454,Silencer,0.512674288776377,0.055992485508322185
0.05,454,ICM,0.49798398754315226,0.05108277097058232
0.05,455,SPSID,0.8768900292163517,0.30974994329044836
0.05,455,RENDOR,0.806349618508814,0.19980026366573447
0.05,455,ND,0.7915768093871628,0.19133948581540317
0.05,455,NE,0.7576000142036542,0.18614059188008286
0.05,455,Silencer,0.5186336205739931,0.060880172772125686
0.05,455,ICM,0.49332408078247614,0.05312487930556713
0.05,456,SPSID,0.8785295156621384,0.34056489108272414
0.05,456,RENDOR,0.8097369705198456,0.21165390802611164
0.05,456,ND,0.81113307799683,0.2038671570681908
0.05,456,NE,0.7825519218855718,0.21934027306542397
0.05,456,Silencer,0.5428043720952961,0.053035436122257196
0.05,456,ICM,0.45850701901368685,0.041961000619585964
0.05,457,SPSID,0.88335032585554,0.3271907874362158
0.05,457,RENDOR,0.82020694400052,0.19541562566826848
