Density,Trial,Method,AUROC,AUPR
0.03,484,Silencer,0.5407243382188144,0.03291247304477035
0.03,484,ICM,0.456536642533224,0.026911792197793015
0.03,485,SPSID,0.9032586872811519,0.2563808573158718
0.03,485,RENDOR,0.8453904508182264,0.16333205848317575
0.03,485,ND,0.836293247308731,0.15338756880781798
0.03,485,NE,0.8082634310710419,0.16089365872626898
0.03,485,Silencer,0.5386343412568625,0.032822595124791853
0.03,485,ICM,0.466480733376462,0.025633330427283385
0.03,486,SPSID,0.9066914873201597,0.2591108195399499
0.03,486,RENDOR,0.8460943100168764,0.17350201592276354
0.03,486,ND,0.8372964889852176,0.15095913829632682
0.03,486,NE,0.8152265325589403,0.17123912384378248
0.03,486,Silencer,0.47010127221723647,0.028187357903831697
0.03,486,ICM,0.43876678463179636,0.025522369787241123
0.03,487,SPSID,0.8887864438996286,0.25051114116055884
0.03,487,RENDOR,0.8282232324209305,0.1536929216800371
0.03,487,ND,0.8220498997043696,0.14505338580493085
0.03,487,NE,0.794499790437502,0.15768093563150948
0.03,487,Silencer,0.499384629186519,0.030481959017877855
0.03,487,ICM,0.48464656829144187,0.02887658112875891
0.03,488,SPSID,0.895990624667069,0.27114037824282555
0.03,488,RENDOR,0.8288547178521964,0.1463522603660799
0.03,488,ND,0.8172570048652296,0.1480960752910382
0.03,488,NE,0.790484747327675,0.14352965122405836
0.03,488,Silencer,0.5155257644092475,0.030301155439372483
0.03,488,ICM,0.4648886679214461,0.026306619282111865
0.03,489,SPSID,0.8971810078482901,0.2884734643797996
0.03,489,RENDOR,0.8338144110231187,0.15922761813317998
0.03,489,ND,0.8294754785326185,0.15142126000974512
0.03,489,NE,0.7963144998046806,0.16240980403982722
0.03,489,Silencer,0.5206221811854115,0.03085619107688899
0.03,489,ICM,0.46050712028126,0.02663259152995778
0.03,490,SPSID,0.8952518372737466,0.25826315166892505
0.03,490,RENDOR,0.8394022663237726,0.15846211228957513
0.03,490,ND,0.8340345315959186,0.1622183028797224
0.03,490,NE,0.8047409242569303,0.16188747991532734
0.03,490,Silencer,0.5040238377818052,0.03375250938917371
0.03,490,ICM,0.43475475929358004,0.025034259041477824
0.03,491,SPSID,0.895306533981823,0.261188688257521
0.03,491,RENDOR,0.8379788100221999,0.15890689329709354
0.03,491,ND,0.8331915233238074,0.16977314780794014
0.03,491,NE,0.7908910361344922,0.15471857748616694
0.03,491,Silencer,0.5313307636263491,0.03544795864068791
0.03,491,ICM,0.4502640783257102,0.025773837400856755
0.03,492,SPSID,0.8948537312879801,0.2888704010112162
0.03,492,RENDOR,0.8348756854898476,0.16758180520792265
0.03,492,ND,0.8391376656821021,0.17134576586735797
0.03,492,NE,0.8031453132609201,0.162251629469842
0.03,492,Silencer,0.5109774317686168,0.03274390032406026
0.03,492,ICM,0.3931912860742341,0.02440818864397039
0.03,493,SPSID,0.8960637426228716,0.28349717358116755
0.03,493,RENDOR,0.8340871710526316,0.17707453687967567
0.03,493,ND,0.8279001336348684,0.15857472516025942
0.03,493,NE,0.8159043633900929,0.15673583991174284
0.03,493,Silencer,0.5314484114986454,0.030893116957560585
0.03,493,ICM,0.46550814507546445,0.025298713313562843
0.03,494,SPSID,0.8951457617849455,0.23779682960972628
0.03,494,RENDOR,0.8385918687371846,0.16648195186392006
0.03,494,ND,0.8254915085792135,0.13688602813546516
0.03,494,NE,0.8035712860509315,0.15830974223682237
0.03,494,Silencer,0.5296902169518886,0.034269584148998194
0.03,494,ICM,0.4761165886075708,0.027769576038143683
0.03,495,SPSID,0.8934641380988699,0.2658431799011501
0.03,495,RENDOR,0.8434146350998579,0.16889745980722806
0.03,495,ND,0.8313138477105964,0.1590039083099476
0.03,495,NE,0.8056320697335829,0.16971604319150044
0.03,495,Silencer,0.5016940809138655,0.0320435182747911
0.03,495,ICM,0.4591957806960132,0.029019428578352977
0.03,496,SPSID,0.8982505672442245,0.2779260153083003
0.03,496,RENDOR,0.8520618920444676,0.15984148805530798
0.03,496,ND,0.8413227578925657,0.17102310808131546
0.03,496,NE,0.8156218787997221,0.160108759597406
0.03,496,Silencer,0.5007728363296856,0.030244484734417324
0.03,496,ICM,0.44275379429390305,0.02688517186365786
0.03,497,SPSID,0.9072556701030927,0.28172515233640655
0.03,497,RENDOR,0.8605305841924398,0.17160762788513423
0.03,497,ND,0.8544197594501718,0.16526786036956032
0.03,497,NE,0.8223683848797251,0.1795925732773413
0.03,497,Silencer,0.5117731958762887,0.034301522075924365
0.03,497,ICM,0.4524274914089348,0.0265032016042956
0.03,498,SPSID,0.9086928806573581,0.27084743094924196
0.03,498,RENDOR,0.8584023611802409,0.1659306164870446
0.03,498,ND,0.8429104340764415,0.15545484324424858
0.03,498,NE,0.8230936351173167,0.17670494976511228
0.03,498,Silencer,0.5340230005501271,0.03400660256541719
0.03,498,ICM,0.473694146822798,0.028264012755141274
0.03,499,SPSID,0.9036998535014815,0.28392586655099206
0.03,499,RENDOR,0.8340047848755597,0.1611830066855751
0.03,499,ND,0.841424405650498,0.1733421889255158
0.03,499,NE,0.8101681390788976,0.1686670905115323
0.03,499,Silencer,0.4949505358615004,0.03142550291164131
0.03,499,ICM,0.45767209398186315,0.027151379027985912
0.03,500,SPSID,0.9069761002882925,0.2727247720201803
0.03,500,RENDOR,0.8555099658304629,0.16511924882426196
0.03,500,ND,0.8521229754388201,0.17297532411703695
0.03,500,NE,0.8279278028672978,0.15943079280553918
0.03,500,Silencer,0.5111789647036156,0.028024502998994096
0.03,500,ICM,0.41926332769340646,0.02203337122868275
0.03,501,SPSID,0.8923933672231974,0.27647033351636835
0.03,501,RENDOR,0.8372941666755714,0.18159844322086835
0.03,501,ND,0.8337191519179701,0.1821184331775671
0.03,501,NE,0.7957818355379878,0.15682057074716466
0.03,501,Silencer,0.5236403335363616,0.03461977860211272
0.03,501,ICM,0.4485651855313012,0.02814426737466321
0.03,502,SPSID,0.8841334506818614,0.26110114156259195
0.03,502,RENDOR,0.8379224269772572,0.16162454658128747
0.03,502,ND,0.8257799459699418,0.16538880232701705
0.03,502,NE,0.8021499446694297,0.15846311774461477
0.03,502,Silencer,0.5214103935443523,0.03383161871776707
0.03,502,ICM,0.4785912867037597,0.03116895982539753
0.03,503,SPSID,0.9015888117412583,0.28049942534417505
0.03,503,RENDOR,0.8296148151766225,0.1533086889347349
0.03,503,ND,0.827868286731516,0.1511430469741168
0.03,503,NE,0.813918180566513,0.15406290455965876
0.03,503,Silencer,0.5356784490530097,0.03174920541340217
0.03,503,ICM,0.47282324579985485,0.026696300761409417
0.03,504,SPSID,0.9080441160597765,0.3438382594393359
0.03,504,RENDOR,0.8456849049118927,0.18341373335985145
0.03,504,ND,0.8409858688993834,0.17928711739948638
0.03,504,NE,0.8138818684283934,0.1729505376032598
0.03,504,Silencer,0.5008967732982333,0.030050824439022565
0.03,504,ICM,0.4487798416296253,0.026553375543549244
0.03,505,SPSID,0.8962380715867639,0.260889995398388
0.03,505,RENDOR,0.832101816267153,0.13734025930036642
0.03,505,ND,0.8256531450842453,0.15357179914045294
0.03,505,NE,0.7788758522233802,0.14316139511333703
0.03,505,Silencer,0.5032769210309189,0.030346041593819137
0.03,505,ICM,0.4661892587285044,0.02825930689569385
0.03,506,SPSID,0.9073978699954064,0.24119193980045978
0.03,506,RENDOR,0.8569693919625486,0.14572888631669814
0.03,506,ND,0.8429711494593463,0.15697485480191903
0.03,506,NE,0.8197335064177637,0.13629858950213006
0.03,506,Silencer,0.524135792888174,0.027933064944479117
0.03,506,ICM,0.4372545422904527,0.023171249572962956
0.03,507,SPSID,0.9023041763969438,0.25511797402244024
0.03,507,RENDOR,0.8512427204502628,0.16911848019621117
0.03,507,ND,0.841277013102939,0.16247870996243033
0.03,507,NE,0.8177742402035184,0.16700250762319718
0.03,507,Silencer,0.5367301059034856,0.03528340044125896
0.03,507,ICM,0.45215492037285454,0.027158518368345014
0.03,508,SPSID,0.9099187986085057,0.29817196862514994
0.03,508,RENDOR,0.8473430586867031,0.1950890016598618
0.03,508,ND,0.8445992291408558,0.18350066896891548
0.03,508,NE,0.8247909569250295,0.1890516762474764
0.03,508,Silencer,0.5321495368395772,0.0325947536884973
0.03,508,ICM,0.4483149526506345,0.026077700489043534
0.03,509,SPSID,0.8985303175775985,0.2692448639688243
0.03,509,RENDOR,0.8451814329164612,0.1628536015719721
0.03,509,ND,0.8416677023596043,0.16959728392531673
0.03,509,NE,0.8154859539551406,0.15336829532342078
0.03,509,Silencer,0.4994519932422743,0.0322928650850116
0.03,509,ICM,0.4554321980772986,0.02692539448701471
0.03,510,SPSID,0.9097589509938042,0.3211149418245988
0.03,510,RENDOR,0.8602022296448445,0.20530401733940695
0.03,510,ND,0.8535829309137491,0.19030154023469403
0.03,510,NE,0.8203695114710693,0.19800645590548477
0.03,510,Silencer,0.5121333239792704,0.034722614759188586
0.03,510,ICM,0.43453130298199727,0.026895674581763784
0.03,511,SPSID,0.8882973308871397,0.23588518976344347
0.03,511,RENDOR,0.8334904759086565,0.1643157735910899
0.03,511,ND,0.8275736183092519,0.144348645607378
0.03,511,NE,0.8101808435986101,0.16304457933937802
0.03,511,Silencer,0.5110237658417809,0.033571152390421556
0.03,511,ICM,0.42941063079667563,0.026133324944497223
0.03,512,SPSID,0.8995655724903718,0.2316072933751235
0.03,512,RENDOR,0.8408575263247351,0.14470758412901816
0.03,512,ND,0.836985739842012,0.1519550961981374
0.03,512,NE,0.8211622840661533,0.16357395731677293
0.03,512,Silencer,0.5223929609022137,0.03591501656019852
0.03,512,ICM,0.4317978803688479,0.024915508517582362
0.03,513,SPSID,0.8827932976739975,0.28879860241115435
0.03,513,RENDOR,0.8358395962632972,0.17598795910990106
0.03,513,ND,0.8249148790633587,0.1567357948395967
0.03,513,NE,0.8045076731574221,0.1734478682055623
0.03,513,Silencer,0.5276681681698062,0.031785623128304685
0.03,513,ICM,0.45318212116683043,0.025761373366485284
0.03,514,SPSID,0.9204561584094049,0.33757450674764955
0.03,514,RENDOR,0.8695377919838195,0.21549986901035412
0.03,514,ND,0.8652633384800137,0.20174315944135027
0.03,514,NE,0.8337096730503563,0.2031743292660349
0.03,514,Silencer,0.5166806620256251,0.03268073870116929
0.03,514,ICM,0.4529145560762431,0.02547036140683433
0.03,515,SPSID,0.8997465478748713,0.29361592119752206
0.03,515,RENDOR,0.8346496112601237,0.16306552816446934
0.03,515,ND,0.8312081065466201,0.19077303837226922
0.03,515,NE,0.7975278287557709,0.1518390579648443
0.03,515,Silencer,0.5322275683758673,0.03458713863690079
0.03,515,ICM,0.431364014242467,0.026991814469648486
0.03,516,SPSID,0.9006318394997395,0.25399359399024257
0.03,516,RENDOR,0.839508560231023,0.154192385573342
0.03,516,ND,0.8394673400317005,0.15861471178486952
0.03,516,NE,0.794316294293903,0.1569543565814517
0.03,516,Silencer,0.5094009195327427,0.03209586084820665
0.03,516,ICM,0.48574764960048633,0.031114445624426734
0.03,517,SPSID,0.9085505885920244,0.32210370604218763
0.03,517,RENDOR,0.8562725766642323,0.19875169802590978
0.03,517,ND,0.844547822204501,0.19503651195906124
0.03,517,NE,0.8319167452268628,0.18735951534577447
0.03,517,Silencer,0.5072489104260149,0.0351153399394124
0.03,517,ICM,0.4843951566178074,0.029094423555294544
0.03,518,SPSID,0.9035282056824135,0.26750656126765526
0.03,518,RENDOR,0.8511965069172704,0.16297496928094143
0.03,518,ND,0.8498133530262025,0.1732341537855136
0.03,518,NE,0.8321160378307224,0.15524372106312492
0.03,518,Silencer,0.5431704618968496,0.035239724792501315
0.03,518,ICM,0.46447778623330344,0.02442460385821926
0.03,519,SPSID,0.9024977356539209,0.27507863952582945
0.03,519,RENDOR,0.842374436302591,0.1729559567430771
0.03,519,ND,0.8367639194016675,0.15137556791645074
0.03,519,NE,0.8244465492215216,0.1731072911758926
0.03,519,Silencer,0.5144737638475514,0.030143702113625964
0.03,519,ICM,0.46865946818748616,0.027131980800493914
0.03,520,SPSID,0.8901661431840963,0.27633459912151
0.03,520,RENDOR,0.853744687009235,0.17792966058589937
0.03,520,ND,0.8376378831651221,0.1614332440756574
0.03,520,NE,0.8254498287515208,0.1840166139364637
0.03,520,Silencer,0.5015335984692154,0.033096788165008544
0.03,520,ICM,0.4427684366809418,0.027353682330372896
0.03,521,SPSID,0.9070186498536822,0.25121709473804693
0.03,521,RENDOR,0.8530807611832143,0.18966747126456976
0.03,521,ND,0.8489514094012589,0.17721841886218934
0.03,521,NE,0.8047464779471974,0.18115793336195998
0.03,521,Silencer,0.5589979224028541,0.039318020859810995
0.03,521,ICM,0.4562312268230485,0.02571373974929752
0.03,522,SPSID,0.8948114274346209,0.2641229275886958
0.03,522,RENDOR,0.8472303294193635,0.18975077395085518
0.03,522,ND,0.8368055660571062,0.17814341179622478
0.03,522,NE,0.8182084119269386,0.17662769428874328
0.03,522,Silencer,0.5137219142327433,0.03191163245404386
0.03,522,ICM,0.4720793171202832,0.02941542786144532
0.03,523,SPSID,0.9009303666955063,0.23252248587018767
0.03,523,RENDOR,0.8549563156078556,0.1358476970516503
0.03,523,ND,0.8420066564311326,0.13450157699172274
0.03,523,NE,0.8239029724724148,0.14839398448493413
0.03,523,Silencer,0.5252516791110089,0.02640030396963608
0.03,523,ICM,0.47137801293944864,0.022648778363141518
0.03,524,SPSID,0.8981574563419119,0.24181301861054258
0.03,524,RENDOR,0.8460659345975231,0.17148771311740046
0.03,524,ND,0.8498731678115325,0.16515829951594146
0.03,524,NE,0.81852490687887,0.17190757709889545
0.03,524,Silencer,0.585898195626935,0.03800446789559226
0.03,524,ICM,0.4597810444078947,0.024464643007335196
0.03,525,SPSID,0.890593078610103,0.26411738949302815
0.03,525,RENDOR,0.8286957816990187,0.15545038101550718
0.03,525,ND,0.8224624254776515,0.16371979761482058
0.03,525,NE,0.7997248591901511,0.15859614621689888
0.03,525,Silencer,0.5226936672806473,0.037477171054942394
0.03,525,ICM,0.45461872047413343,0.030975783090475942
0.03,526,SPSID,0.9006721332644626,0.2776236338528038
0.03,526,RENDOR,0.839138688016529,0.1627825544199677
0.03,526,ND,0.8320914579028929,0.16594015805119086
0.03,526,NE,0.8124928977272727,0.16953292384684543
0.03,526,Silencer,0.545221138946281,0.037287423186894465
0.03,526,ICM,0.4491909865702479,0.027920240490451366
0.03,527,SPSID,0.8873575782742747,0.26786293262397504
0.03,527,RENDOR,0.8289670455532394,0.15064337703224923
0.03,527,ND,0.8297663442331076,0.17400974608288328
0.03,527,NE,0.7905097869984368,0.14680194094258622
0.03,527,Silencer,0.5187451824952232,0.03259151823335223
0.03,527,ICM,0.45046112341497313,0.026526185054255035
0.03,528,SPSID,0.8939509783694786,0.27109066239320023
0.03,528,RENDOR,0.8485047688011316,0.18208783622622704
0.03,528,ND,0.8425567462388297,0.1480171347484816
0.03,528,NE,0.8060804405662959,0.16988909656960735
0.03,528,Silencer,0.5077020217343522,0.03221067399313625
0.03,528,ICM,0.4734415601052332,0.029890656825076245
0.03,529,SPSID,0.8986636187919164,0.31743454828938156
0.03,529,RENDOR,0.8549128528776097,0.1720890982684124
0.03,529,ND,0.8448050469575099,0.17769025723060655
0.03,529,NE,0.8207461119404648,0.17372201424338873
0.03,529,Silencer,0.4990151038301286,0.03185020998713949
0.03,529,ICM,0.44785098371248416,0.02494596879330593
0.03,530,SPSID,0.8949457529306148,0.26738646067788563
0.03,530,RENDOR,0.8339523904178019,0.15973897336877654
0.03,530,ND,0.8319411044809861,0.1776282618955446
0.03,530,NE,0.8013476346562838,0.1601975917364661
0.03,530,Silencer,0.467770381139091,0.030390973948139582
0.03,530,ICM,0.41230111248390644,0.026373048658050856
0.03,531,SPSID,0.893788437296418,0.27693039632968214
0.03,531,RENDOR,0.8539625156548971,0.1875491593163746
0.03,531,ND,0.8375363118496473,0.15303454093870872
0.03,531,NE,0.816052739760639,0.18772995812447088
0.03,531,Silencer,0.5457372244430817,0.03581222169804542
0.03,531,ICM,0.45673648830440905,0.027394828884354357
0.03,532,SPSID,0.8987438714327305,0.29815213219288456
0.03,532,RENDOR,0.8436664907344079,0.17364661240021206
0.03,532,ND,0.838921351340191,0.1897798667390607
0.03,532,NE,0.8269123263970221,0.16485919538414812
0.03,532,Silencer,0.5095905636460104,0.03246265246269374
0.03,532,ICM,0.4758188570926899,0.02991181941928573
0.03,533,SPSID,0.9010436023151034,0.30069828309687757
0.03,533,RENDOR,0.8564634179375356,0.19582665796238258
0.03,533,ND,0.84290489476393,0.16692434077278082
0.03,533,NE,0.8393034825870646,0.20014888667630476
0.03,533,Silencer,0.5150720083791569,0.03330215476571207
0.03,533,ICM,0.48741573439517477,0.027398858417866177
0.03,534,SPSID,0.9016287809306109,0.27893087416185824
0.03,534,RENDOR,0.8465286694604751,0.15496109150181808
0.03,534,ND,0.8382662004048043,0.17678609766399314
0.03,534,NE,0.8056970489418176,0.13458982880218756
0.03,534,Silencer,0.5276202145055413,0.029530436025709938
0.03,534,ICM,0.4962341594038622,0.027330660241303255
0.03,535,SPSID,0.9032994479546639,0.3197470597531104
0.03,535,RENDOR,0.8520517142174743,0.1905695694079263
0.03,535,ND,0.847777875032569,0.18856035371234314
0.03,535,NE,0.824298815572347,0.17667449896481074
0.03,535,Silencer,0.545686569068091,0.03668802888925502
0.03,535,ICM,0.4364462556453014,0.02549708595946671
0.03,536,SPSID,0.9013766961520465,0.3019331848017069
0.03,536,RENDOR,0.8508924990530514,0.20000640465916894
0.03,536,ND,0.8502310276063367,0.19537104762093013
0.03,536,NE,0.8226079799915332,0.19607869193777083
0.03,536,Silencer,0.5073245777723312,0.030178636186493652
0.03,536,ICM,0.4542310498874803,0.026289519324525043
0.03,537,SPSID,0.8973744968473524,0.269670876427027
0.03,537,RENDOR,0.8464952138451026,0.14541503300117553
0.03,537,ND,0.828421538006139,0.1527730094646273
0.03,537,NE,0.8183292113817503,0.1481104915998177
0.03,537,Silencer,0.5624322023512761,0.035486824724469915
0.03,537,ICM,0.4099167209411505,0.022218585032199537
0.03,538,SPSID,0.9048864512724764,0.27515276021636587
0.03,538,RENDOR,0.8511276593277242,0.17138084394860764
0.03,538,ND,0.8464249111382994,0.1517739516377613
0.03,538,NE,0.810334630259946,0.18016582907720113
0.03,538,Silencer,0.5435918827083539,0.035829429776831206
0.03,538,ICM,0.467149438417247,0.025082382131886224
0.03,539,SPSID,0.8874345702782444,0.2656073029901174
0.03,539,RENDOR,0.8327012844947311,0.17548664296836292
0.03,539,ND,0.8253942347791857,0.17414852978502215
0.03,539,NE,0.7930023813885326,0.15267805634467274
0.03,539,Silencer,0.5327233055179877,0.03377875237229443
0.03,539,ICM,0.46730170360871953,0.029680709057977702
0.03,540,SPSID,0.9003364452663711,0.25899358016112833
0.03,540,RENDOR,0.8464557663599297,0.1601339407796153
0.03,540,ND,0.8384749392838841,0.16264267127738705
0.03,540,NE,0.815794127804639,0.15200118530526435
0.03,540,Silencer,0.5322853768855418,0.033748569109276746
0.03,540,ICM,0.49866661282056995,0.030302784950251987
0.03,541,SPSID,0.8854103483788487,0.21824177926628163
0.03,541,RENDOR,0.8276756987108917,0.1441701690061511
0.03,541,ND,0.8174651088461947,0.147064503899508
0.03,541,NE,0.786207606804219,0.12715894235434838
0.03,541,Silencer,0.5500777726481765,0.0368457962382102
0.03,541,ICM,0.4541524912106254,0.025581220508958807
0.03,542,SPSID,0.893226392700428,0.2603618921676115
0.03,542,RENDOR,0.8276434014377476,0.1502192444129329
0.03,542,ND,0.8118095214919185,0.13135296827883056
0.03,542,NE,0.7964188309018756,0.16113404812682483
0.03,542,Silencer,0.5217310268313915,0.030136865718054358
0.03,542,ICM,0.4636809641322651,0.025765642847710483
0.03,543,SPSID,0.9130369278897221,0.30692682361334683
0.03,543,RENDOR,0.8588124383963449,0.21785706993786297
0.03,543,ND,0.8507106635560449,0.19094034366113802
0.03,543,NE,0.8198342825050963,0.19306969837123433
0.03,543,Silencer,0.5251448062969062,0.03306123898866785
0.03,543,ICM,0.4781676129654599,0.027845443541771056
0.03,544,SPSID,0.8912328527037058,0.2602814558034794
0.03,544,RENDOR,0.8298879202608547,0.17398637276805193
0.03,544,ND,0.8300743279780426,0.16664478275189742
0.03,544,NE,0.784705498707054,0.17217839393076378
0.03,544,Silencer,0.49785287622069574,0.03433051709293687
0.03,544,ICM,0.47633308998042495,0.03207990504146537
0.03,545,SPSID,0.8984480312046316,0.26745756650015906
0.03,545,RENDOR,0.8387344150975348,0.1734202514446776
0.03,545,ND,0.8289711881605957,0.1601484827436215
0.03,545,NE,0.7990047787555022,0.1655124647236748
0.03,545,Silencer,0.532187970756584,0.03617331422393172
0.03,545,ICM,0.48880427315524877,0.029688639903197738
0.03,546,SPSID,0.8806444522654672,0.29085820198367746
0.03,546,RENDOR,0.815028095001153,0.1590261451538557
0.03,546,ND,0.808676716680758,0.13919777141599352
0.03,546,NE,0.8024173702215912,0.1618783839484502
0.03,546,Silencer,0.5158847666705773,0.03404568921883339
0.03,546,ICM,0.48137180737090934,0.03084400472708667
0.03,547,SPSID,0.8891529791964168,0.2776039900330216
0.03,547,RENDOR,0.8431381561415323,0.18510675977963315
0.03,547,ND,0.8385391794121951,0.17989973528642117
0.03,547,NE,0.8042874556255827,0.1957341528411237
0.03,547,Silencer,0.505824551924996,0.03153080755097777
0.03,547,ICM,0.4471396442214611,0.0278156121770183
0.03,548,SPSID,0.8953814896458618,0.24315127097984487
0.03,548,RENDOR,0.8469338956235745,0.17377370896585836
0.03,548,ND,0.8271109739792245,0.142533692265159
0.03,548,NE,0.8165500241156574,0.16975302093339242
0.03,548,Silencer,0.5080430079260497,0.030017671873213837
0.03,548,ICM,0.4704608262592216,0.025360874105266204
0.03,549,SPSID,0.8931796746029456,0.2731518655326374
0.03,549,RENDOR,0.8389503359903994,0.16410142865551222
0.03,549,ND,0.834119549798876,0.15290928061727138
0.03,549,NE,0.7824988179138344,0.17520863043231452
0.03,549,Silencer,0.515235816836684,0.03004003034552851
0.03,549,ICM,0.49805913388270495,0.028926948223707442
0.03,550,SPSID,0.8907767596807263,0.27037945699319754
0.03,550,RENDOR,0.843420341394961,0.18291129927359548
0.03,550,ND,0.843294083916507,0.1867196976811305
0.03,550,NE,0.8053208320893903,0.17491108591033103
0.03,550,Silencer,0.5460037535296198,0.03837240333720854
0.03,550,ICM,0.4855796862238624,0.029746119509020043
0.03,551,SPSID,0.8969220876878301,0.28805481658358145
0.03,551,RENDOR,0.8505871869264634,0.16161856475741745
0.03,551,ND,0.8442404393656584,0.1792412288596916
0.03,551,NE,0.8179401282049947,0.1826850153888146
0.03,551,Silencer,0.525056640124145,0.03293051418945038
0.03,551,ICM,0.4929706907961056,0.031399349547489366
0.03,552,SPSID,0.8872108020137043,0.26399257281235644
0.03,552,RENDOR,0.832891657672868,0.16632002566371457
0.03,552,ND,0.8221031468095572,0.16792785990354892
0.03,552,NE,0.8153580406179703,0.1610981213949902
0.03,552,Silencer,0.49904346781450537,0.032987517675779114
0.03,552,ICM,0.40514691382370344,0.025029078670143014
0.03,553,SPSID,0.9026301946143072,0.30198513390472803
0.03,553,RENDOR,0.8508799341696849,0.16389215056170256
0.03,553,ND,0.8481748247179997,0.16809073481901438
0.03,553,NE,0.8277980653558418,0.15619232609999106
0.03,553,Silencer,0.5196264649174314,0.028864131586324244
0.03,553,ICM,0.4419518887058147,0.024191404322483012
0.03,554,SPSID,0.8931079678061504,0.2556201887410866
0.03,554,RENDOR,0.836267132299103,0.156331853394671
0.03,554,ND,0.8226887484555189,0.1456633557332713
0.03,554,NE,0.793175395844774,0.16097978295214585
0.03,554,Silencer,0.5957041975562878,0.043833022141672714
0.03,554,ICM,0.47144712154493873,0.026595613657406543
0.03,555,SPSID,0.8873075466232926,0.2744078964011726
0.03,555,RENDOR,0.8336051168645973,0.1666001824421971
0.03,555,ND,0.8200889922795838,0.16485256032574333
0.03,555,NE,0.7960432866914731,0.15560003619268437
0.03,555,Silencer,0.5512549854058509,0.033723066194804065
0.03,555,ICM,0.4812023740558365,0.027634227297922767
0.03,556,SPSID,0.8945727227741616,0.29888989542998134
0.03,556,RENDOR,0.8409006128430591,0.17383238407210824
0.03,556,ND,0.8299158768223516,0.15352307216933544
0.03,556,NE,0.807582505424232,0.17260229994379944
0.03,556,Silencer,0.5150188420692018,0.028986600690923056
0.03,556,ICM,0.4679197594305508,0.024490071034141622
0.03,557,SPSID,0.8915761273728496,0.23298174140458483
0.03,557,RENDOR,0.8343013646623472,0.15716421958339444
0.03,557,ND,0.8277295156097779,0.1258671630985713
0.03,557,NE,0.7959873974103162,0.1535894827792561
0.03,557,Silencer,0.5220890785192684,0.03198211866441142
0.03,557,ICM,0.43365930751940696,0.024722118276795813
0.03,558,SPSID,0.9112460597316426,0.2768043291236184
0.03,558,RENDOR,0.8386258376922345,0.1570724091203766
0.03,558,ND,0.8314386289098784,0.1563882103293264
0.03,558,NE,0.7985478420926669,0.15723158782657712
0.03,558,Silencer,0.5091380469771395,0.02763835285172972
0.03,558,ICM,0.42333454324367475,0.021983407441431138
0.03,559,SPSID,0.8917480083966245,0.29206619691111924
0.03,559,RENDOR,0.8426042646876054,0.18919635203241233
0.03,559,ND,0.8305585298532229,0.17640954748972215
0.03,559,NE,0.8008150789607742,0.18819336387179014
0.03,559,Silencer,0.5146032704223852,0.03197687725805817
0.03,559,ICM,0.4538759271728041,0.027115742765092377
0.03,560,SPSID,0.8990049970605527,0.22940693739552784
0.03,560,RENDOR,0.8547192827748383,0.16107683455646418
0.03,560,ND,0.8384694664902999,0.1465571323022952
0.03,560,NE,0.827637419165197,0.15285700943780778
0.03,560,Silencer,0.5078134185773074,0.029314020252360354
0.03,560,ICM,0.454809670781893,0.0255433256903647
0.03,561,SPSID,0.9081342619794309,0.32652529174195316
0.03,561,RENDOR,0.8670818539572785,0.1889490164115078
0.03,561,ND,0.8533301316157524,0.17182704655003517
0.03,561,NE,0.8376270388749688,0.19381522165065634
0.03,561,Silencer,0.5239662620859905,0.030510094302326853
0.03,561,ICM,0.46556648941287204,0.025209498523079486
0.03,562,SPSID,0.9052579163743267,0.2775603011625927
0.03,562,RENDOR,0.8533354304501359,0.17574813240690365
0.03,562,ND,0.8482744449405366,0.1775466574554509
0.03,562,NE,0.8092249462191013,0.16561847130818474
0.03,562,Silencer,0.5438546263169797,0.03427081349340896
0.03,562,ICM,0.43588403620570687,0.025318393118210936
0.03,563,SPSID,0.89180574508912,0.3128058138715655
0.03,563,RENDOR,0.8271937529737162,0.1703742230615546
0.03,563,ND,0.8259611312408829,0.17357130225838036
0.03,563,NE,0.7987637183086809,0.18791130428507305
0.03,563,Silencer,0.5262108580511243,0.0376824641831766
0.03,563,ICM,0.40865723965931017,0.024901596560666255
0.03,564,SPSID,0.9010799653230971,0.28666857351597286
0.03,564,RENDOR,0.8530976002314643,0.16052306990377543
0.03,564,ND,0.8431931968847798,0.16890275055852663
0.03,564,NE,0.8345412525801903,0.1808820536581852
0.03,564,Silencer,0.510052453626056,0.030820058626614508
0.03,564,ICM,0.4433143807596637,0.02553532547977383
0.03,565,SPSID,0.9009061249641855,0.266894372588895
0.03,565,RENDOR,0.8504105530047469,0.16878935103408166
0.03,565,ND,0.8433687734953947,0.14977250895487987
0.03,565,NE,0.8213241360245683,0.16169188092014594
0.03,565,Silencer,0.5437973597331225,0.033600769879735565
0.03,565,ICM,0.47131384160414425,0.02661188820750087
0.03,566,SPSID,0.8958870219564994,0.3081156027534581
0.03,566,RENDOR,0.8455820677039467,0.1664620685372766
0.03,566,ND,0.8312895026165283,0.16215836475296583
0.03,566,NE,0.8108857860048908,0.1688869039082287
0.03,566,Silencer,0.5438326704242814,0.03468882545812013
0.03,566,ICM,0.49858615410127355,0.028850809243757023
0.03,567,SPSID,0.9081276968861899,0.2845468249719694
