Beta,Trial,Method,AUROC,AUPR
0.3,52,SPSID,0.901228139085301,0.38761793098174446
0.3,52,RENDOR,0.8485738054013722,0.24254342862499312
0.3,52,ND,0.8420915716974716,0.22911183149628556
0.3,52,NE,0.8106824322294734,0.22263596577707637
0.3,52,Silencer,0.5070061779562323,0.0464265745934351
0.3,52,ICM,0.4382376349729693,0.03989465142503337
0.3,53,SPSID,0.8979719510961154,0.40530918295993723
0.3,53,RENDOR,0.8333757189715831,0.2495660962028212
0.3,53,ND,0.8216113149707944,0.227108758346971
0.3,53,NE,0.8013417340006161,0.2333084945480521
0.3,53,Silencer,0.5239892323857027,0.056080872367442546
0.3,53,ICM,0.43000074174866937,0.04303658417090726
0.3,54,SPSID,0.9063277269627312,0.40612213575977113
0.3,54,RENDOR,0.8432706837298245,0.25078402911079
0.3,54,ND,0.8352640752664446,0.22936054908831077
0.3,54,NE,0.8077068372982442,0.24825683826050704
0.3,54,Silencer,0.5098203420654979,0.052562809978898416
0.3,54,ICM,0.46759078174937485,0.04559912275205782
0.3,55,SPSID,0.8983804353066296,0.4075010799997734
0.3,55,RENDOR,0.8380584161913062,0.2692590549448861
0.3,55,ND,0.8276322079809865,0.2489805850292338
0.3,55,NE,0.8081682752320749,0.2532857339709354
0.3,55,Silencer,0.5181739816714008,0.05717328835093585
0.3,55,ICM,0.49258316544698166,0.052392312275799144
0.3,56,SPSID,0.8904215377091789,0.3908193625201157
0.3,56,RENDOR,0.8344952918755295,0.24257045339640979
0.3,56,ND,0.828845564882096,0.23241678798725923
0.3,56,NE,0.7948526847304912,0.22503552321216536
0.3,56,Silencer,0.5106180281648549,0.051847156595613675
0.3,56,ICM,0.43595425006359007,0.03914451291374159
0.3,57,SPSID,0.8996799352008609,0.3174860494103418
0.3,57,RENDOR,0.831746748755759,0.2161874783249383
0.3,57,ND,0.8317573060198193,0.20137838576281647
0.3,57,NE,0.7820382078617474,0.1892880134262548
0.3,57,Silencer,0.5716950541014858,0.057839703020271846
0.3,57,ICM,0.4780384199055192,0.04352227618911986
0.3,58,SPSID,0.8897479433226204,0.35255404916068595
0.3,58,RENDOR,0.8362071011065324,0.23694166671252417
0.3,58,ND,0.825314686359446,0.2237130909746946
0.3,58,NE,0.7877146867109772,0.2183093950813892
0.3,58,Silencer,0.5386668969196198,0.060312077864233316
0.3,58,ICM,0.4578812861472969,0.04389306987603825
0.3,59,SPSID,0.8842769158136442,0.3352712425302622
0.3,59,RENDOR,0.8180767827635788,0.21824472644799486
0.3,59,ND,0.8181642309920815,0.21197732311532577
0.3,59,NE,0.763539560934784,0.1974496524257039
0.3,59,Silencer,0.5137436425674371,0.05285484943772223
0.3,59,ICM,0.4694830361166549,0.04517363291665106
0.3,60,SPSID,0.9090795840853977,0.38123298011167106
0.3,60,RENDOR,0.8457066536285202,0.24091841053504295
0.3,60,ND,0.8373698137379247,0.22346015053683954
0.3,60,NE,0.8055853920515574,0.2317326017145766
0.3,60,Silencer,0.5073744176914474,0.05212519451033006
0.3,60,ICM,0.47747895852693933,0.04583816415247983
0.3,61,SPSID,0.9016074604640902,0.38306301120825836
0.3,61,RENDOR,0.8457138696245639,0.25314893166149866
0.3,61,ND,0.8308710998359277,0.23526734931632037
0.3,61,NE,0.810407302596203,0.2301963774781114
0.3,61,Silencer,0.5286286347529954,0.05602900177121426
0.3,61,ICM,0.4292541604048036,0.04114210351546542
0.3,62,SPSID,0.9032956991731761,0.40520420631471116
0.3,62,RENDOR,0.8421592980846946,0.2530888571430999
0.3,62,ND,0.8325072433188394,0.22843481291081685
0.3,62,NE,0.8051174494449913,0.22760014526755523
0.3,62,Silencer,0.48865504015540767,0.047800766273505386
0.3,62,ICM,0.4557218077301013,0.04306241132182871
0.3,63,SPSID,0.8988699953230397,0.4134911504558954
0.3,63,RENDOR,0.8386086372259696,0.26135424907723076
0.3,63,ND,0.8267999298455945,0.21498984892425377
0.3,63,NE,0.7923581925853711,0.24679710433057203
0.3,63,Silencer,0.5101083687947934,0.055415811509196396
0.3,63,ICM,0.45789829916736924,0.04612376936005106
0.3,64,SPSID,0.8818532264852829,0.35458479147938576
0.3,64,RENDOR,0.8160702284946236,0.20462865512062395
0.3,64,ND,0.8158771858368632,0.21107120879356936
0.3,64,NE,0.7679678166069295,0.20263430075361633
0.3,64,Silencer,0.552665431193657,0.05874835922416227
0.3,64,ICM,0.4736698300206365,0.04727213827947905
0.3,65,SPSID,0.8991025213495528,0.36922171497055606
0.3,65,RENDOR,0.8378531913959215,0.24746194659505635
0.3,65,ND,0.835673846537896,0.23763591411477772
0.3,65,NE,0.7922709166360405,0.22068725623782687
0.3,65,Silencer,0.5479186904641081,0.05804204138349449
0.3,65,ICM,0.48212124020198366,0.04834050289216195
0.3,66,SPSID,0.898438400729145,0.36452875983024285
0.3,66,RENDOR,0.852309812053679,0.2354076393861382
0.3,66,ND,0.8338795932851527,0.21080075814353083
0.3,66,NE,0.8052228333552018,0.22082420527829041
0.3,66,Silencer,0.5354635007921584,0.05052864816570759
0.3,66,ICM,0.4966674087585182,0.04509740597648541
0.3,67,SPSID,0.9020848083428247,0.39405616584101955
0.3,67,RENDOR,0.8389058764378134,0.21812990397752688
0.3,67,ND,0.835138509804324,0.22749198038898924
0.3,67,NE,0.8016792021096483,0.21235611688458414
0.3,67,Silencer,0.519744819082604,0.05145936324798692
0.3,67,ICM,0.4488535114631752,0.043446164262485765
0.3,68,SPSID,0.9070070012554841,0.38252221011718096
0.3,68,RENDOR,0.84310642819734,0.2297399881024153
0.3,68,ND,0.8401039874552859,0.23073152027134297
0.3,68,NE,0.8025285136657999,0.23141386337603748
0.3,68,Silencer,0.5136320077772648,0.04871594902020187
0.3,68,ICM,0.4649373655880247,0.042558239756996824
0.3,69,SPSID,0.8997375825340709,0.37823905486997855
0.3,69,RENDOR,0.8405190836251275,0.24596511809168609
0.3,69,ND,0.8309283849541306,0.21904093582008421
0.3,69,NE,0.8152476163089015,0.23821948817593794
0.3,69,Silencer,0.5372310277359587,0.05315808817597402
0.3,69,ICM,0.4708593692733619,0.044008527226896854
0.3,70,SPSID,0.898337269691655,0.33131865286886975
0.3,70,RENDOR,0.8398045629476599,0.2126545367089505
0.3,70,ND,0.8387815805330493,0.2142878441246492
0.3,70,NE,0.7934416145704438,0.19390708307413043
0.3,70,Silencer,0.510465646979495,0.04817354634533168
0.3,70,ICM,0.4657693742355933,0.04264559887986435
0.3,71,SPSID,0.8839988442720897,0.3248273259972595
0.3,71,RENDOR,0.8343251403590424,0.22434750632438574
0.3,71,ND,0.823314990043734,0.22572513853072165
0.3,71,NE,0.784805754822476,0.20532083203676874
0.3,71,Silencer,0.5100841329652539,0.053005172531638764
0.3,71,ICM,0.45147763325943324,0.04288085709890899
0.3,72,SPSID,0.8949692379043641,0.38794298410522643
0.3,72,RENDOR,0.8334708586492321,0.22990457309350876
0.3,72,ND,0.8267623362706298,0.23679106608140987
0.3,72,NE,0.7930783827688968,0.20740870062818131
0.3,72,Silencer,0.4970384873825032,0.05360233459104274
0.3,72,ICM,0.4691762885816797,0.04721921435715275
0.3,73,SPSID,0.8963394869392854,0.3736244584520755
0.3,73,RENDOR,0.8514097629521017,0.23491239169057743
0.3,73,ND,0.8372898592782665,0.2199199666529215
0.3,73,NE,0.7956772869827305,0.21959906759215955
0.3,73,Silencer,0.5283806648473987,0.05323684186512108
0.3,73,ICM,0.41689789358640167,0.03974022779101724
0.3,74,SPSID,0.9096353605521752,0.4139462126360054
0.3,74,RENDOR,0.8483814229181417,0.2576203338033209
0.3,74,ND,0.8446370365049886,0.2478635728029518
0.3,74,NE,0.7996496745573262,0.24700963356353067
0.3,74,Silencer,0.5118013585478725,0.05105212063034315
0.3,74,ICM,0.45855351590958066,0.044126687813708834
0.3,75,SPSID,0.9010113279892883,0.38195827929712456
0.3,75,RENDOR,0.8430674920266203,0.2401684933845707
0.3,75,ND,0.8328101925699009,0.2273261669398424
0.3,75,NE,0.7933696478188063,0.24013919060171568
0.3,75,Silencer,0.5093689850963525,0.052658813705765334
0.3,75,ICM,0.4450942054896073,0.04283833685275137
0.3,76,SPSID,0.9055683122847301,0.4245412240722178
0.3,76,RENDOR,0.8487914926634789,0.2658168850721763
0.3,76,ND,0.8418408604168507,0.2565546731250904
0.3,76,NE,0.8136417973530488,0.2545945462793043
0.3,76,Silencer,0.5136603673307175,0.055600348369714815
0.3,76,ICM,0.488566650054882,0.0528734334882916
0.3,77,SPSID,0.8939710026972316,0.3598292474113117
0.3,77,RENDOR,0.8361143394090734,0.22238260454915457
0.3,77,ND,0.8333921237622516,0.21662128046212054
0.3,77,NE,0.8087363494870092,0.218606384981721
0.3,77,Silencer,0.5363388369785164,0.05860482460541715
0.3,77,ICM,0.4744075311598095,0.04619032470041167
0.3,78,SPSID,0.9055416747899073,0.40051360654143436
0.3,78,RENDOR,0.8499479257518701,0.24854334935385095
0.3,78,ND,0.8398099076173766,0.22611701020377056
0.3,78,NE,0.8017057095265947,0.22256150519735166
0.3,78,Silencer,0.5255054793396062,0.05661368117853208
0.3,78,ICM,0.4591760126688351,0.04542695151601672
0.3,79,SPSID,0.8950646303873979,0.3579280463815328
0.3,79,RENDOR,0.829659271740148,0.20548950475836392
0.3,79,ND,0.8260590716559019,0.21342565260168328
0.3,79,NE,0.7810268483973201,0.20090988157822326
0.3,79,Silencer,0.49872878806113846,0.048905794520612084
0.3,79,ICM,0.45777587221353017,0.04409209540556873
0.3,80,SPSID,0.8947401161537908,0.39447448924000084
0.3,80,RENDOR,0.8330323458892982,0.23008531197751123
0.3,80,ND,0.827180192289933,0.2281015149990244
0.3,80,NE,0.8025462511671815,0.22549659060318547
0.3,80,Silencer,0.4861079758252357,0.04644201139374541
0.3,80,ICM,0.45786218537406237,0.04504899895126193
0.3,81,SPSID,0.9001724551724913,0.4119595098828873
0.3,81,RENDOR,0.8353954107740135,0.24214631436898693
0.3,81,ND,0.8340512276544733,0.24825170213031567
0.3,81,NE,0.8000611639941534,0.2281017345297496
0.3,81,Silencer,0.5365071586756149,0.060637292002488005
0.3,81,ICM,0.43967440206576974,0.044411951642782915
0.3,82,SPSID,0.8927744691544164,0.4080048766886251
0.3,82,RENDOR,0.8332050760145747,0.24685941348435403
0.3,82,ND,0.83521085563513,0.2517676066073139
0.3,82,NE,0.7852943334589773,0.2306526114161129
0.3,82,Silencer,0.5147962306822466,0.05698360890225497
0.3,82,ICM,0.460458349038824,0.04751595198312878
0.3,83,SPSID,0.9085077176026142,0.4008521159691226
0.3,83,RENDOR,0.8436017834245612,0.2478129033599818
0.3,83,ND,0.8413447121151539,0.23808155449381135
0.3,83,NE,0.7987352472803981,0.23304239252780104
0.3,83,Silencer,0.5239944970287747,0.051738911236009405
0.3,83,ICM,0.4927516062540501,0.046082302761720456
0.3,84,SPSID,0.8852597438289151,0.3563325232123757
0.3,84,RENDOR,0.8323993335253016,0.2734155427294993
0.3,84,ND,0.8258378515625321,0.23537850873062166
0.3,84,NE,0.784965515430891,0.2455449966894636
0.3,84,Silencer,0.5206398780590853,0.05443012572661332
0.3,84,ICM,0.45713158281177835,0.04566559823915152
0.3,85,SPSID,0.9100441603604186,0.40069228473408164
0.3,85,RENDOR,0.8514326837112496,0.2538883175073901
0.3,85,ND,0.8456657428279828,0.22829459002453079
0.3,85,NE,0.8143956721516865,0.23939615101155587
0.3,85,Silencer,0.5275324105952763,0.05035954335176619
0.3,85,ICM,0.4429143820060346,0.03873997369147269
0.3,86,SPSID,0.9074184001868979,0.4072323081100443
0.3,86,RENDOR,0.8435670973576029,0.24831102590870396
0.3,86,ND,0.847863835830749,0.24645325189339432
0.3,86,NE,0.7963499246224082,0.24289725861329273
0.3,86,Silencer,0.49808437975347813,0.05113671155001056
0.3,86,ICM,0.4747998235402051,0.046617627025203015
0.3,87,SPSID,0.8993998635295566,0.3756666020889353
0.3,87,RENDOR,0.840474089427474,0.23382909930453244
0.3,87,ND,0.8324289814995331,0.22809277914107307
0.3,87,NE,0.793037356646179,0.22509252637831603
0.3,87,Silencer,0.5190661009470843,0.05341689551706458
0.3,87,ICM,0.4586300453875384,0.04379087539402649
0.3,88,SPSID,0.9062109473684211,0.396806312733013
0.3,88,RENDOR,0.8410096842105261,0.2371596470595388
0.3,88,ND,0.8402203157894738,0.23517127365783325
0.3,88,NE,0.8075882105263159,0.2376912972263298
0.3,88,Silencer,0.5079381052631579,0.05200824517634651
0.3,88,ICM,0.4827827368421053,0.04594346087828593
0.3,89,SPSID,0.8991043863187562,0.37522383658554936
0.3,89,RENDOR,0.8463632776419987,0.24163251614817577
0.3,89,ND,0.8399030125347247,0.22506565353814648
0.3,89,NE,0.7884555387699397,0.2333890470841231
0.3,89,Silencer,0.5293869119651562,0.05095094020902455
0.3,89,ICM,0.487592265961495,0.04509688162887948
0.3,90,SPSID,0.9023443016991298,0.39656559246073375
0.3,90,RENDOR,0.8544023207625363,0.2561400176361329
0.3,90,ND,0.8450534051664593,0.23626145107510854
0.3,90,NE,0.8069133305705208,0.24927995371494804
0.3,90,Silencer,0.5518754524105539,0.05744616651795051
0.3,90,ICM,0.46665462080397846,0.04403720874171195
0.3,91,SPSID,0.9038144932331469,0.3586077506623329
0.3,91,RENDOR,0.8408811140047532,0.22886646652239895
0.3,91,ND,0.8350986476967084,0.2283245242117991
0.3,91,NE,0.8007896440820277,0.21585996507237815
0.3,91,Silencer,0.5217614630918328,0.05090644688177502
0.3,91,ICM,0.4498836613584938,0.041430111582751485
0.3,92,SPSID,0.895942478150375,0.3816876077274423
0.3,92,RENDOR,0.8360205789375814,0.228493017628913
0.3,92,ND,0.8268398107398914,0.2143273224311862
0.3,92,NE,0.7922444678609063,0.22256838002585722
0.3,92,Silencer,0.543119279323953,0.05877746563030311
0.3,92,ICM,0.4593103163288497,0.04596363210618164
0.3,93,SPSID,0.8911152807637183,0.3675555788444051
0.3,93,RENDOR,0.8354204257524569,0.24094868633504732
0.3,93,ND,0.8362408262310606,0.23311141998933976
0.3,93,NE,0.798149889946765,0.22008764528651045
0.3,93,Silencer,0.5168005141149672,0.058508530627369555
0.3,93,ICM,0.45478579609438985,0.04738863873879596
0.3,94,SPSID,0.8862444431005008,0.36194691269267026
0.3,94,RENDOR,0.8260979002394396,0.24821749492981093
0.3,94,ND,0.8145056052388818,0.21335290379167962
0.3,94,NE,0.7830771275077918,0.2327145410724371
0.3,94,Silencer,0.5232297351512917,0.05500312045659336
0.3,94,ICM,0.4691999342414039,0.045419250652397526
0.3,95,SPSID,0.8881669908316905,0.43046258029016043
0.3,95,RENDOR,0.832855938842971,0.25693912153743603
0.3,95,ND,0.8224081010820623,0.24981981630414307
0.3,95,NE,0.7995631285303313,0.24938670104373536
0.3,95,Silencer,0.5073018004127338,0.05862086918484264
0.3,95,ICM,0.4672536857859905,0.05175056060351761
0.3,96,SPSID,0.8940989269806031,0.3862904996276556
0.3,96,RENDOR,0.8366464941866255,0.21490064805064235
0.3,96,ND,0.82969385948996,0.21426074644281204
0.3,96,NE,0.7744684711608248,0.21133897615905725
0.3,96,Silencer,0.5203136785068807,0.05026260048556347
0.3,96,ICM,0.4517448127908466,0.04199519001557958
0.3,97,SPSID,0.9011229042073763,0.38534498052221877
0.3,97,RENDOR,0.8422717676553407,0.2548247241994899
0.3,97,ND,0.8319070880241833,0.2202730306523579
0.3,97,NE,0.7979918676175389,0.24966092145571261
0.3,97,Silencer,0.515122507905549,0.05412125317257693
0.3,97,ICM,0.44759507198887827,0.04435703733075061
0.3,98,SPSID,0.8979920797678455,0.38322848359402545
0.3,98,RENDOR,0.8453328445374471,0.2586964113145291
0.3,98,ND,0.8300494170984857,0.24364661175871516
0.3,98,NE,0.7947880103143936,0.23771295039864135
0.3,98,Silencer,0.49493616017987463,0.05095218521901399
0.3,98,ICM,0.47040542389553625,0.04733000207046703
0.3,99,SPSID,0.8903177281597559,0.37847331122341926
0.3,99,RENDOR,0.8309105436072337,0.23677332633000092
0.3,99,ND,0.8124325484607633,0.212327138947099
0.3,99,NE,0.8049537858467399,0.23309130453119126
0.3,99,Silencer,0.5073742047426257,0.0505223686416203
0.3,99,ICM,0.4835782386747428,0.047434455874742654
0.3,100,SPSID,0.903226307588605,0.3729980922081114
0.3,100,RENDOR,0.8438222477242376,0.2502029100002642
0.3,100,ND,0.8388705391396419,0.23904026562972142
0.3,100,NE,0.7962654275592453,0.23672387146249604
0.3,100,Silencer,0.5205844037017466,0.05509087339574138
0.3,100,ICM,0.44911117204155937,0.045962379942958514
0.3,101,SPSID,0.8970075691501551,0.39110610996050554
0.3,101,RENDOR,0.83693876957701,0.24107345448976966
0.3,101,ND,0.8300581709540276,0.21974981405921135
0.3,101,NE,0.7964281683203874,0.2364177164153222
0.3,101,Silencer,0.5477794052761731,0.056825921877598454
0.3,101,ICM,0.44970602419528616,0.04307597299591599
0.3,102,SPSID,0.9027369085583248,0.3449886341004626
0.3,102,RENDOR,0.8393412279771814,0.20282796313212462
0.3,102,ND,0.83262824975956,0.21985893455522695
0.3,102,NE,0.7990351839807304,0.19893412209801936
0.3,102,Silencer,0.5271732953595807,0.04971256584393083
0.3,102,ICM,0.43365528886698584,0.03675171598541463
0.3,103,SPSID,0.9046516911946147,0.41528249150453644
0.3,103,RENDOR,0.8426630746816364,0.27124987098742537
0.3,103,ND,0.8338669936697779,0.2309967288949533
0.3,103,NE,0.7917594727339506,0.24320413172558542
0.3,103,Silencer,0.5462648594899174,0.059819859126688496
0.3,103,ICM,0.444527285594571,0.04583384533908705
0.3,104,SPSID,0.9037677211275764,0.38268837618373835
0.3,104,RENDOR,0.8475996668500366,0.2443513556822597
0.3,104,ND,0.8484595846917069,0.22939840976352105
0.3,104,NE,0.812320974001066,0.2312197174825761
0.3,104,Silencer,0.5359210811290377,0.04855866215377255
0.3,104,ICM,0.46981700236673113,0.039975495051329815
0.3,105,SPSID,0.9079110923881124,0.39837792005941336
0.3,105,RENDOR,0.8469535078486286,0.2640459038445238
0.3,105,ND,0.8479408030431329,0.2567809058115144
0.3,105,NE,0.8046669697048565,0.2527728670940378
0.3,105,Silencer,0.5076419291064147,0.05373772005232974
0.3,105,ICM,0.4699707715428981,0.04843693685828019
0.3,106,SPSID,0.9055491058471568,0.38540069161898116
0.3,106,RENDOR,0.846487910517738,0.2404526728064613
0.3,106,ND,0.8347902480409012,0.21891982749764155
0.3,106,NE,0.7972414101047085,0.22138780702307956
0.3,106,Silencer,0.49586881293116913,0.04693042002547664
0.3,106,ICM,0.46776138063450245,0.04311613855302391
0.3,107,SPSID,0.882833518355126,0.3403001676999635
0.3,107,RENDOR,0.8288866328685489,0.23009287961875724
0.3,107,ND,0.8216286332373872,0.20782590000429094
0.3,107,NE,0.7827479533094192,0.22142036226510306
0.3,107,Silencer,0.501107192707128,0.04725765432737784
0.3,107,ICM,0.4324980834876186,0.04195818156277957
0.3,108,SPSID,0.8942760997071284,0.3906824056815156
0.3,108,RENDOR,0.8272654825667723,0.2176213522361311
0.3,108,ND,0.8192763612774748,0.21565369234452167
0.3,108,NE,0.791149157002369,0.21472504055028813
0.3,108,Silencer,0.4945619525005689,0.04784341657503838
0.3,108,ICM,0.47610860052017623,0.04705230178672502
0.3,109,SPSID,0.8916461829749283,0.3913601169874358
0.3,109,RENDOR,0.8374199609879864,0.2648946453718622
0.3,109,ND,0.8314621874388948,0.24283057113168874
0.3,109,NE,0.7945693178620654,0.2572992133721783
0.3,109,Silencer,0.5100196967745935,0.0602149089162092
0.3,109,ICM,0.44925443177428354,0.04834376148570857
0.3,110,SPSID,0.8973287415921157,0.3851904096337808
0.3,110,RENDOR,0.846890002139581,0.25264446192349715
0.3,110,ND,0.833685611987002,0.22805318695435411
0.3,110,NE,0.8068037837151149,0.2439828098390893
0.3,110,Silencer,0.5313216676027334,0.05602194851420812
0.3,110,ICM,0.4703668044021877,0.047144037982419715
0.3,111,SPSID,0.896841632862405,0.3708220024238626
0.3,111,RENDOR,0.8355969635344374,0.23402473334737187
0.3,111,ND,0.820114365107546,0.20246208834398174
0.3,111,NE,0.7996200831387571,0.22299831262694195
0.3,111,Silencer,0.5206867286441352,0.05205349320291586
0.3,111,ICM,0.4876735494654085,0.0454896993463131
0.3,112,SPSID,0.8990476585705963,0.3969155310060676
0.3,112,RENDOR,0.8271657727063211,0.2235678027671864
0.3,112,ND,0.8345340907911958,0.23540983359829587
0.3,112,NE,0.7874811745353739,0.21579326380833272
0.3,112,Silencer,0.5289638493912014,0.053671214347093606
0.3,112,ICM,0.4703804220672874,0.04585416112623958
0.3,113,SPSID,0.8943268510717963,0.4024023951851754
0.3,113,RENDOR,0.8416100012035144,0.2351626278720186
0.3,113,ND,0.8283650760219842,0.21508547556612703
0.3,113,NE,0.8037339865741299,0.23816074675601798
0.3,113,Silencer,0.5551575182867305,0.06203003901691287
0.3,113,ICM,0.46773411695484146,0.04565750163958547
0.3,114,SPSID,0.9039757029298359,0.3919028574658985
0.3,114,RENDOR,0.8465001154013252,0.2469235583439891
0.3,114,ND,0.8358539188932333,0.2301693232636032
0.3,114,NE,0.7943900530846095,0.2546305286573905
0.3,114,Silencer,0.5241178162675139,0.05707801584158197
0.3,114,ICM,0.4223073306994678,0.04073261009706006
0.3,115,SPSID,0.8983273932863656,0.3629116191799773
0.3,115,RENDOR,0.8393774830777732,0.23253086916890495
0.3,115,ND,0.8352699544135931,0.22622414122949475
0.3,115,NE,0.7839961320624396,0.21600873986222785
0.3,115,Silencer,0.519226301975411,0.05188318990974891
0.3,115,ICM,0.4591300455864069,0.042504794358246535
0.3,116,SPSID,0.890912955926511,0.3578008417104446
0.3,116,RENDOR,0.8354764369778992,0.23505490560142045
0.3,116,ND,0.8244183735004056,0.1976858847636096
0.3,116,NE,0.8020633209523403,0.22839601064152218
0.3,116,Silencer,0.5367978767308486,0.05603462233681049
0.3,116,ICM,0.4797737088901223,0.04439568425852995
0.3,117,SPSID,0.8922212989106497,0.3700340180656398
0.3,117,RENDOR,0.8290744893175719,0.2240038608767761
0.3,117,ND,0.8245171071223681,0.21161496856229292
0.3,117,NE,0.7829808882830928,0.2147059944754174
0.3,117,Silencer,0.4879197679249886,0.04940216509134045
0.3,117,ICM,0.5047723088682596,0.05051191139095518
0.3,118,SPSID,0.904740044039045,0.41239971148918414
0.3,118,RENDOR,0.8443985712986444,0.25139076735736793
0.3,118,ND,0.831670371646725,0.2340241884976515
0.3,118,NE,0.7993753814025881,0.23830511397315324
0.3,118,Silencer,0.5138504177975982,0.05594767028461688
0.3,118,ICM,0.4816380239638894,0.04953569592741206
0.3,119,SPSID,0.9077330445897526,0.37213101817890804
0.3,119,RENDOR,0.855744696528111,0.24212633628433608
0.3,119,ND,0.8462948584911553,0.23032973488777625
0.3,119,NE,0.8150205028974224,0.21799383414240586
0.3,119,Silencer,0.5154224304048007,0.0522616967866339
0.3,119,ICM,0.44669331362265996,0.043757389387763315
0.3,120,SPSID,0.902313783557587,0.3670699089412267
0.3,120,RENDOR,0.8344449451704972,0.22003887086588103
0.3,120,ND,0.83142975171141,0.22103386120779972
0.3,120,NE,0.8094761690165027,0.21565265834224515
0.3,120,Silencer,0.5408905770510097,0.05915191698637158
0.3,120,ICM,0.4357677203373463,0.04266888951752146
0.3,121,SPSID,0.8981134777101316,0.3847938345127612
0.3,121,RENDOR,0.8441499052436984,0.2696286281194183
0.3,121,ND,0.8348974281090336,0.2398663728961634
0.3,121,NE,0.8113945577875278,0.25702351676972357
0.3,121,Silencer,0.5403969779302493,0.0587368463783875
0.3,121,ICM,0.44717867377183673,0.04354339350570233
0.3,122,SPSID,0.8973569205261759,0.38713591164559347
0.3,122,RENDOR,0.8362843393344074,0.2257997734765985
0.3,122,ND,0.8254536259313134,0.2189497638911141
0.3,122,NE,0.7927583564043608,0.21461525638848508
0.3,122,Silencer,0.5294831568464903,0.059214841250110346
0.3,122,ICM,0.45655973180256415,0.04511741796001066
0.3,123,SPSID,0.8906669584761984,0.3322769965615851
0.3,123,RENDOR,0.8291746132655223,0.21803111653839294
0.3,123,ND,0.8305109880184396,0.2072997693399733
0.3,123,NE,0.7693119721808247,0.2032593906826808
0.3,123,Silencer,0.48533027454413447,0.04958427075609649
0.3,123,ICM,0.43925454823368393,0.04082158034635621
0.3,124,SPSID,0.90344459154995,0.43593311855335437
0.3,124,RENDOR,0.8339700070677006,0.2459051257364135
0.3,124,ND,0.8332753690633803,0.23121904541423344
0.3,124,NE,0.7933767681694656,0.24504657616298886
0.3,124,Silencer,0.5619927348683185,0.06459333130576138
0.3,124,ICM,0.44805281530074226,0.044455595022757616
0.3,125,SPSID,0.8966742081087823,0.35646336282027363
0.3,125,RENDOR,0.8352873316734429,0.22166253119109863
0.3,125,ND,0.8256843295897491,0.21795569803304335
0.3,125,NE,0.7827645112119921,0.20644144171715423
0.3,125,Silencer,0.5433664379068097,0.05246630058008867
0.3,125,ICM,0.46374672852331983,0.0419663372291281
0.3,126,SPSID,0.9020436372652327,0.4139939608024968
0.3,126,RENDOR,0.8374701956651996,0.23487890510515808
0.3,126,ND,0.8366551994875927,0.24507150475603698
0.3,126,NE,0.792891175437509,0.2276531981616806
0.3,126,Silencer,0.510928531581231,0.0523613819343251
0.3,126,ICM,0.43240769437385074,0.042026843263937234
0.3,127,SPSID,0.8888240638898188,0.36612043457295285
0.3,127,RENDOR,0.8392474986583349,0.2396770592903145
0.3,127,ND,0.8254796252902513,0.2224036726936291
0.3,127,NE,0.792587952114517,0.2196843318420445
0.3,127,Silencer,0.5525637224427336,0.059560388284072674
0.3,127,ICM,0.4592008459131026,0.04467623204298861
0.3,128,SPSID,0.900954113183367,0.37639559406940776
0.3,128,RENDOR,0.8440469267191791,0.26851412222253684
0.3,128,ND,0.8387202570730514,0.24084442851517052
0.3,128,NE,0.7935182593797444,0.229386119531637
0.3,128,Silencer,0.5128093969791091,0.05359216829461846
0.3,128,ICM,0.4529804064076281,0.04483723632649303
0.3,129,SPSID,0.8958427937906415,0.4012191516409872
0.3,129,RENDOR,0.8288553445916698,0.25394277616655303
0.3,129,ND,0.8292051853755534,0.24661412659027068
0.3,129,NE,0.7925059557063309,0.2224864611651823
0.3,129,Silencer,0.5189695230887906,0.060862046472902644
0.3,129,ICM,0.49156516142653306,0.05085558263796411
0.3,130,SPSID,0.8890658682924157,0.3487461826811892
0.3,130,RENDOR,0.8351818495258411,0.23819506966372486
0.3,130,ND,0.8244124771620711,0.2152060880482948
0.3,130,NE,0.7775601841856807,0.2227750330284518
0.3,130,Silencer,0.47854221512603956,0.053448238705498356
0.3,130,ICM,0.4538464388942415,0.04867852467862174
0.3,131,SPSID,0.9060641052557912,0.3889507255463114
0.3,131,RENDOR,0.8548152912171973,0.2334405265032355
0.3,131,ND,0.8481602870580273,0.23633442750623643
0.3,131,NE,0.8066313735182681,0.2305240895771699
0.3,131,Silencer,0.5334997001322607,0.05300597700217281
0.3,131,ICM,0.4682233212943302,0.04434016787369199
0.3,132,SPSID,0.8949048569727355,0.39071279763624883
0.3,132,RENDOR,0.8296541810002848,0.23171136597896455
0.3,132,ND,0.8190480106319498,0.21671419275151493
0.3,132,NE,0.796078435211611,0.23921753083870195
0.3,132,Silencer,0.5252095465649244,0.052667975288636926
0.3,132,ICM,0.4488619145297583,0.04135241897345383
0.3,133,SPSID,0.9021476715686275,0.3778547995762232
0.3,133,RENDOR,0.8422789740896358,0.23188527864637729
0.3,133,ND,0.8285394782913166,0.2175622630279086
0.3,133,NE,0.7943360469187676,0.2229335016338021
0.3,133,Silencer,0.5183339898459384,0.050597420108948826
0.3,133,ICM,0.45976146708683474,0.04245609779226244
0.3,134,SPSID,0.8837933850175846,0.36129020403780177
0.3,134,RENDOR,0.8230077660100827,0.2230835202584818
0.3,134,ND,0.8138403722202164,0.2119527097628175
