Noise,Trial,Method,AUROC,AUPR
0.1,31,Silencer,0.5428232591662557,0.05774755325128078
0.1,31,ICM,0.4476197983624376,0.041260834361549
0.1,32,SPSID,0.9598468172592373,0.5522379062008451
0.1,32,RENDOR,0.9409598052123863,0.3851840967956827
0.1,32,ND,0.9258281129885932,0.32796921643441274
0.1,32,NE,0.8860187571835081,0.3323419536182671
0.1,32,Silencer,0.5498076468049271,0.06378028528246427
0.1,32,ICM,0.505949070088422,0.04953506568088921
0.1,33,SPSID,0.9552117781173788,0.5126259060907663
0.1,33,RENDOR,0.9434842185509229,0.39829112702009484
0.1,33,ND,0.9276413368791447,0.3284178985330606
0.1,33,NE,0.8861668354868196,0.3080746301587933
0.1,33,Silencer,0.5209477428098497,0.05395151489288164
0.1,33,ICM,0.4318356279933224,0.039262547834482506
0.1,34,SPSID,0.9530227700955011,0.4941375572040951
0.1,34,RENDOR,0.9365077908685491,0.35880323370431266
0.1,34,ND,0.9229478850343567,0.3230346077776328
0.1,34,NE,0.8721382350006823,0.295811748119473
0.1,34,Silencer,0.5684733323082329,0.0656832036923705
0.1,34,ICM,0.4391868675779092,0.04321720035063674
0.1,35,SPSID,0.9621470826650108,0.5244111058961782
0.1,35,RENDOR,0.9436253618472111,0.37705967680661595
0.1,35,ND,0.9305112654871514,0.3449503353308059
0.1,35,NE,0.8926553980024311,0.29518003634850576
0.1,35,Silencer,0.5616588101909973,0.05677662339704827
0.1,35,ICM,0.4262004159257252,0.03797974232445017
0.1,36,SPSID,0.9499824086063626,0.5256764417747394
0.1,36,RENDOR,0.9417411233870377,0.3992076659596658
0.1,36,ND,0.9271515746590906,0.3378140828443117
0.1,36,NE,0.874411211041037,0.32531583179423906
0.1,36,Silencer,0.5464532272686443,0.06116073481378112
0.1,36,ICM,0.42795849583236517,0.04065293858302919
0.1,37,SPSID,0.9545745971451909,0.5164166190061137
0.1,37,RENDOR,0.9388255199247955,0.3947585263889388
0.1,37,ND,0.9270461851920623,0.33706506096335026
0.1,37,NE,0.8744524313670959,0.3077190859222482
0.1,37,Silencer,0.5795270322591926,0.06939998913481032
0.1,37,ICM,0.4716030344940137,0.045703379411382805
0.1,38,SPSID,0.9479962190722404,0.4866488465242086
0.1,38,RENDOR,0.9323563694547251,0.384643942950435
0.1,38,ND,0.9194707096796657,0.32933113653425594
0.1,38,NE,0.8704015395925176,0.3118284701040595
0.1,38,Silencer,0.537004109325629,0.061824590676764865
0.1,38,ICM,0.42608080486756855,0.044038888369295565
0.1,39,SPSID,0.9625067310973991,0.5268114635753901
0.1,39,RENDOR,0.942408784826996,0.376478438105992
0.1,39,ND,0.9312577536282917,0.3468286707845809
0.1,39,NE,0.8975940322117546,0.29322854090204103
0.1,39,Silencer,0.5526658396129822,0.05870238733565189
0.1,39,ICM,0.4117215898933317,0.0397760086163904
0.1,40,SPSID,0.958698034688554,0.5174009227002162
0.1,40,RENDOR,0.9307628715219223,0.3332718253271931
0.1,40,ND,0.9193018483874368,0.32757373496376885
0.1,40,NE,0.8858862839903038,0.29791343490500205
0.1,40,Silencer,0.5712968848809022,0.06780434747067848
0.1,40,ICM,0.4367399939397133,0.042837229675987375
0.1,41,SPSID,0.9525899295439988,0.5158506018869863
0.1,41,RENDOR,0.9321704993904831,0.36712029707593846
0.1,41,ND,0.9181347755118908,0.3188238014934647
0.1,41,NE,0.8725089361350442,0.29108760269524914
0.1,41,Silencer,0.5622287650571293,0.0667149861917079
0.1,41,ICM,0.45942726089382013,0.04494580020496216
0.1,42,SPSID,0.950604249063334,0.5486339486611622
0.1,42,RENDOR,0.9314152086507169,0.3768199987238768
0.1,42,ND,0.9206333970766668,0.3324915933047828
0.1,42,NE,0.8783716490654669,0.33540819738386957
0.1,42,Silencer,0.5373530191123351,0.060725782907918656
0.1,42,ICM,0.45098613479951205,0.04513273282436303
0.1,43,SPSID,0.9518569432573661,0.5396287988713915
0.1,43,RENDOR,0.9371175745044551,0.36504746478342043
0.1,43,ND,0.9174064312071692,0.32644380213365665
0.1,43,NE,0.8809966682191093,0.3135278166163525
0.1,43,Silencer,0.5332961088279399,0.06190148024352317
0.1,43,ICM,0.41437497121157063,0.04323473350481491
0.1,44,SPSID,0.9522364259284303,0.5273749226370708
0.1,44,RENDOR,0.9313484927012831,0.36908091222889244
0.1,44,ND,0.9187049777153905,0.31550026250403096
0.1,44,NE,0.8693130188583418,0.3118523403051059
0.1,44,Silencer,0.5184406137747054,0.05748077947847326
0.1,44,ICM,0.4674529051375862,0.04623109792595571
0.1,45,SPSID,0.9596981378433891,0.5323039125633835
0.1,45,RENDOR,0.9377648313872271,0.38660141167090606
0.1,45,ND,0.927257848299936,0.33668504050254955
0.1,45,NE,0.8839441253471635,0.32072662574940375
0.1,45,Silencer,0.5301418351467129,0.05681336694986665
0.1,45,ICM,0.42652951013866636,0.04176150675975296
0.1,46,SPSID,0.9529989704254883,0.502708697852138
0.1,46,RENDOR,0.9417521486236964,0.3965640333488291
0.1,46,ND,0.9294822848715087,0.345509050545949
0.1,46,NE,0.8795411743060867,0.30574598989704793
0.1,46,Silencer,0.5402446476368512,0.06001142425811999
0.1,46,ICM,0.45794722504288465,0.04369649937921902
0.1,47,SPSID,0.9624207657862512,0.558389289426114
0.1,47,RENDOR,0.9470752215562449,0.40130374644107086
0.1,47,ND,0.929330184388897,0.3401731871011857
0.1,47,NE,0.9023931614621488,0.32310837356144056
0.1,47,Silencer,0.5149061988546157,0.05017780962880897
0.1,47,ICM,0.46681353873637377,0.04148594185259353
0.1,48,SPSID,0.948691278281122,0.5110405929608967
0.1,48,RENDOR,0.9242568207411956,0.3656371016354163
0.1,48,ND,0.9169373008484337,0.32727489453475844
0.1,48,NE,0.8650712146805898,0.30187368683515503
0.1,48,Silencer,0.5183043483824734,0.059893512656800825
0.1,48,ICM,0.41587046030405406,0.041990619388855455
0.1,49,SPSID,0.9586515355164549,0.5333906630417761
0.1,49,RENDOR,0.9399569451232759,0.3845972033766897
0.1,49,ND,0.9258999394143043,0.33744520179993964
0.1,49,NE,0.8870424676876291,0.298962953010877
0.1,49,Silencer,0.5519418394292386,0.06025458857807167
0.1,49,ICM,0.4646591927337895,0.04531365522038249
0.1,50,SPSID,0.9594357978304551,0.5293441915370941
0.1,50,RENDOR,0.9385899485445857,0.37846606853436476
0.1,50,ND,0.9208440249266862,0.32114907237119045
0.1,50,NE,0.8895651745954165,0.30695393501086693
0.1,50,Silencer,0.5446365537091343,0.058113049111236326
0.1,50,ICM,0.44865319865319864,0.043364085929628496
0.1,51,SPSID,0.9552654471749977,0.48824546604801666
0.1,51,RENDOR,0.9411169608205303,0.36513120773250124
0.1,51,ND,0.9256249385426163,0.32544987123398367
0.1,51,NE,0.8783896792345356,0.2828444466453681
0.1,51,Silencer,0.5436812507806749,0.05619828172299845
0.1,51,ICM,0.4371535686032719,0.03923580279786506
0.1,52,SPSID,0.95558628924908,0.5219514009086806
0.1,52,RENDOR,0.9359478505990134,0.38563992181820583
0.1,52,ND,0.9230468444131236,0.337098753562011
0.1,52,NE,0.883605825698849,0.3220617086121324
0.1,52,Silencer,0.499603789836348,0.055934029659706626
0.1,52,ICM,0.4584781927805184,0.04677666061053839
0.1,53,SPSID,0.9553700805656986,0.5183051849246255
0.1,53,RENDOR,0.936359759193945,0.3707307241062211
0.1,53,ND,0.9271490530307945,0.322182890828077
0.1,53,NE,0.8762810880391988,0.29674247243433716
0.1,53,Silencer,0.49919806289366936,0.049343689822712915
0.1,53,ICM,0.47784421658011456,0.04665935972859101
0.1,54,SPSID,0.9632580773456915,0.5410624636249249
0.1,54,RENDOR,0.947516609193256,0.4040014840558452
0.1,54,ND,0.9319834999002978,0.338249213292916
0.1,54,NE,0.898873333320229,0.32999318744575507
0.1,54,Silencer,0.5144566977217466,0.053173968845820305
0.1,54,ICM,0.46074881640592324,0.042659593596375986
0.1,55,SPSID,0.9612073563212145,0.5405515008484658
0.1,55,RENDOR,0.9473116073331308,0.4225951342201268
0.1,55,ND,0.931422598491586,0.33468581560528426
0.1,55,NE,0.8992446379690694,0.33525661201519147
0.1,55,Silencer,0.5510389115394833,0.06085040790139309
0.1,55,ICM,0.43620639949307355,0.03964856044287558
0.1,56,SPSID,0.9557203767712399,0.5398382329764072
0.1,56,RENDOR,0.938018967049,0.3755711999156525
0.1,56,ND,0.9276666759650685,0.34146526108435316
0.1,56,NE,0.8839563685176404,0.3132903112109427
0.1,56,Silencer,0.5053554567670809,0.0535093173612142
0.1,56,ICM,0.4486757807910235,0.042654980764973566
0.1,57,SPSID,0.9589211582236765,0.5494136569321012
0.1,57,RENDOR,0.938790800151853,0.36925148080099873
0.1,57,ND,0.922173470159058,0.32757463976911433
0.1,57,NE,0.8844087359048534,0.329809642004332
0.1,57,Silencer,0.5054137304093953,0.05289254768834909
0.1,57,ICM,0.4943393921351957,0.04779685889556487
0.1,58,SPSID,0.9529194373794717,0.5317739415695587
0.1,58,RENDOR,0.9314992929293581,0.35113425469867665
0.1,58,ND,0.9241942222104681,0.33262372097740045
0.1,58,NE,0.8719621602712091,0.28374639359020526
0.1,58,Silencer,0.5632536344205041,0.06347821766427379
0.1,58,ICM,0.4021060319995424,0.0378713211548733
0.1,59,SPSID,0.9534383390945729,0.5311459119258987
0.1,59,RENDOR,0.935418537114375,0.3837515354406279
0.1,59,ND,0.9274631254594654,0.330010968977213
0.1,59,NE,0.8806620472473788,0.318299736948297
0.1,59,Silencer,0.5686212128321837,0.06593134875586681
0.1,59,ICM,0.38054014880161,0.03735872910143153
0.1,60,SPSID,0.9567074400738214,0.5075807759415291
0.1,60,RENDOR,0.9405485096246701,0.37902465549450404
0.1,60,ND,0.9231804330565033,0.32513519727672285
0.1,60,NE,0.8887053370243997,0.3179639522435286
0.1,60,Silencer,0.49460868258975516,0.049466621282302156
0.1,60,ICM,0.43995836820532624,0.04118169723365427
0.1,61,SPSID,0.9646504428426191,0.5824807155469675
0.1,61,RENDOR,0.9343046700599755,0.36259550973898175
0.1,61,ND,0.9206350214114843,0.32319392010784465
0.1,61,NE,0.8968048053649027,0.33112211017920296
0.1,61,Silencer,0.5657315500282684,0.07079818813746794
0.1,61,ICM,0.4709743869854145,0.04610935261557483
0.1,62,SPSID,0.9512819403513079,0.51912266037945
0.1,62,RENDOR,0.9400142084766895,0.4024244334278772
0.1,62,ND,0.917373381752002,0.31232109168451905
0.1,62,NE,0.8751772695836961,0.3114716370604718
0.1,62,Silencer,0.5179338548214119,0.05404463527712053
0.1,62,ICM,0.45649916713569405,0.04495184750670665
0.1,63,SPSID,0.950115717412651,0.5171100320695109
0.1,63,RENDOR,0.9351618318759456,0.3794954971714258
0.1,63,ND,0.917217310461415,0.3208446816317617
0.1,63,NE,0.8727351577362199,0.30891505529606117
0.1,63,Silencer,0.582303114453812,0.06997307226898516
0.1,63,ICM,0.48431242712809175,0.05017916425355562
0.1,64,SPSID,0.9590254857127316,0.538587175444898
0.1,64,RENDOR,0.9406068341366218,0.3907599815508757
0.1,64,ND,0.9285025721853442,0.3278706620357217
0.1,64,NE,0.8936731126173175,0.3263950887815891
0.1,64,Silencer,0.5314401712473431,0.05636679699570592
0.1,64,ICM,0.40524778477781725,0.03848206603779472
0.1,65,SPSID,0.952312730205857,0.5427907128955829
0.1,65,RENDOR,0.9355652775299806,0.359469990545833
0.1,65,ND,0.9271078594424106,0.3355853914756479
0.1,65,NE,0.8686928387491837,0.3118322562674806
0.1,65,Silencer,0.5307092498284935,0.05454514803658868
0.1,65,ICM,0.39903551550155403,0.0377757802501477
0.1,66,SPSID,0.9467791217315228,0.5032574866851156
0.1,66,RENDOR,0.9256461400527403,0.3683018717411446
0.1,66,ND,0.9141308677219403,0.32377949340930984
0.1,66,NE,0.862622251875478,0.3201062151515078
0.1,66,Silencer,0.5437466242945405,0.06661227453392538
0.1,66,ICM,0.4638124374743795,0.049120923273948056
0.1,67,SPSID,0.9480141858102051,0.5263002624893897
0.1,67,RENDOR,0.9315514733717201,0.36809132448354825
0.1,67,ND,0.9150334721364387,0.32535283302466445
0.1,67,NE,0.8755071626387201,0.29458249319453317
0.1,67,Silencer,0.541129883843717,0.06113871474840295
0.1,67,ICM,0.45254368313044174,0.04620465653659093
0.1,68,SPSID,0.9509772174597613,0.5039810510794962
0.1,68,RENDOR,0.9381151428102779,0.39353614170032414
0.1,68,ND,0.9203017630891012,0.3277549541206775
0.1,68,NE,0.8632727801696006,0.30752213237653014
0.1,68,Silencer,0.5518278024828552,0.06335873374462128
0.1,68,ICM,0.41084483294666707,0.04109504181447189
0.1,69,SPSID,0.9428217689590599,0.503625047389337
0.1,69,RENDOR,0.927193224750014,0.3683970494046246
0.1,69,ND,0.9114712689486277,0.30353658386978966
0.1,69,NE,0.8546346218964811,0.30257227529348824
0.1,69,Silencer,0.4881064838555864,0.05425955831179392
0.1,69,ICM,0.45135074502444494,0.0481121300665964
0.1,70,SPSID,0.9598376414824644,0.5411649314700188
0.1,70,RENDOR,0.948220153243994,0.3874663941484575
0.1,70,ND,0.9325489960789018,0.3371701464695912
0.1,70,NE,0.8962806037996888,0.3237428555948794
0.1,70,Silencer,0.5426123830464568,0.05384166978478667
0.1,70,ICM,0.4529635877870678,0.04258501059678675
0.1,71,SPSID,0.9519813550420168,0.5157303702187142
0.1,71,RENDOR,0.9435228466386556,0.39263434338755776
0.1,71,ND,0.929505317752101,0.33423558730250735
0.1,71,NE,0.872046130952381,0.29764921900247393
0.1,71,Silencer,0.546279105392157,0.0553277345331976
0.1,71,ICM,0.4371297268907563,0.040341972923695
0.1,72,SPSID,0.9612055759803921,0.5399248082381755
0.1,72,RENDOR,0.9460364145658264,0.39647549521437303
0.1,72,ND,0.9287292104341737,0.3361018906475123
0.1,72,NE,0.9004538690476191,0.3174286481000643
0.1,72,Silencer,0.5289318539915966,0.05249583891727085
0.1,72,ICM,0.38064513305322123,0.03548963034320138
0.1,73,SPSID,0.951729466785541,0.5282586460179135
0.1,73,RENDOR,0.9422907314428126,0.4187816781075637
0.1,73,ND,0.9273967017554835,0.3403185979111668
0.1,73,NE,0.8873023321289475,0.3364684102424264
0.1,73,Silencer,0.5082000427530904,0.0525239993740018
0.1,73,ICM,0.40807188775749614,0.03965032913951716
0.1,74,SPSID,0.9519029868417144,0.5048786178857739
0.1,74,RENDOR,0.9322592711210427,0.37741296244522765
0.1,74,ND,0.9169706806139839,0.3187948470823711
0.1,74,NE,0.8711526683795796,0.3186048082206737
0.1,74,Silencer,0.5018750536790303,0.05805529746531283
0.1,74,ICM,0.44754826296664635,0.04586523852781598
0.1,75,SPSID,0.9580062045053958,0.5443090984464717
0.1,75,RENDOR,0.9314261984475041,0.37419668131045863
0.1,75,ND,0.914993664186583,0.3178993801824163
0.1,75,NE,0.8893810478218981,0.3364528281716505
0.1,75,Silencer,0.48992855393617946,0.054125936961297895
0.1,75,ICM,0.41800458530832413,0.04226650977322887
0.1,76,SPSID,0.9599289487749354,0.5317570563617062
0.1,76,RENDOR,0.9458449114540781,0.4175857141673921
0.1,76,ND,0.927064051602598,0.3273779171118443
0.1,76,NE,0.8941324539919558,0.33022833412371816
0.1,76,Silencer,0.5480777195250928,0.05853424936183244
0.1,76,ICM,0.4383635635995219,0.04006488544587544
0.1,77,SPSID,0.9528145965177663,0.48507757367331705
0.1,77,RENDOR,0.9409301785452567,0.3866865883709296
0.1,77,ND,0.9275887680772297,0.3333994107264508
0.1,77,NE,0.8763778562179366,0.29093023240257054
0.1,77,Silencer,0.5366769260523425,0.057175905373133606
0.1,77,ICM,0.3922280998378745,0.03718988439976954
0.1,78,SPSID,0.9604924073422925,0.5201094264799412
0.1,78,RENDOR,0.9446846863181497,0.4050775239863039
0.1,78,ND,0.9314868165922737,0.3376332884377784
0.1,78,NE,0.8991103927598483,0.3200156538042939
0.1,78,Silencer,0.5339556957721963,0.05874593998831121
0.1,78,ICM,0.4043075389540435,0.03785548342043568
0.1,79,SPSID,0.9602859761054793,0.5275438101963412
0.1,79,RENDOR,0.9374976754565405,0.37608470092834034
0.1,79,ND,0.9191706070961562,0.3190502590714021
0.1,79,NE,0.9006088255114154,0.3116951566415605
0.1,79,Silencer,0.5646474185012437,0.06623730021785372
0.1,79,ICM,0.46884491885793633,0.04565720673345179
0.1,80,SPSID,0.9647422447464412,0.58318825153523
0.1,80,RENDOR,0.9448210436460542,0.3961197081965316
0.1,80,ND,0.9327031797525922,0.34424253342390837
0.1,80,NE,0.9008122886112815,0.332974756496262
0.1,80,Silencer,0.4808748130453963,0.049177844777919894
0.1,80,ICM,0.4476150510560918,0.04019231670150947
0.1,81,SPSID,0.9554618333684655,0.5390131937160973
0.1,81,RENDOR,0.9355332887594857,0.40413948298652347
0.1,81,ND,0.9214664864499894,0.34136872013441255
0.1,81,NE,0.8850175880059022,0.3303563112141561
0.1,81,Silencer,0.5414378277165894,0.06039304849257511
0.1,81,ICM,0.4141456642601181,0.04066816398621473
0.1,82,SPSID,0.956629974199361,0.5358159916107044
0.1,82,RENDOR,0.9387479275630819,0.3763479022783215
0.1,82,ND,0.9280692518246404,0.3299917972824997
0.1,82,NE,0.8836049706971828,0.3182666513102534
0.1,82,Silencer,0.5722767569117027,0.06934657334904111
0.1,82,ICM,0.4016240825534107,0.03782127600245907
0.1,83,SPSID,0.9652155211047836,0.5382398573500259
0.1,83,RENDOR,0.9386716067895157,0.38648505355248797
