Trial,Method,AUROC,AUPR
182,SPSID,0.9097127425929845,0.4555923449713759
182,RENDOR,0.8567424881199374,0.27281653473153955
182,ND,0.8506862624955824,0.2482555927932814
182,NE,0.8050028664976235,0.25832653604551087
182,Silencer,0.5230898873093515,0.05436659191013711
182,ICM,0.47713528669752037,0.04861533976838042
183,SPSID,0.9138605151313223,0.4889191766468004
183,RENDOR,0.8638384967011108,0.279132602946154
183,ND,0.8586204652895103,0.27712329135298314
183,NE,0.8121858498287988,0.2493727584796375
183,Silencer,0.5311531721939148,0.05756357323545209
183,ICM,0.4405380003022817,0.044252497990447434
184,SPSID,0.9145321259346039,0.4547412477785591
184,RENDOR,0.8590968096276279,0.27028381023835546
184,ND,0.8529395884938167,0.24778896931582858
184,NE,0.8019948587664045,0.25366896914645587
184,Silencer,0.5266811857147303,0.05301093078706068
184,ICM,0.4799946686326525,0.04765316822926423
185,SPSID,0.9120891215774144,0.4477919411240461
185,RENDOR,0.8627076175522818,0.27665580851788063
185,ND,0.851308680458127,0.25201745144875287
185,NE,0.8142121703557204,0.24840333212158042
185,Silencer,0.5372234455279438,0.05384992027848031
185,ICM,0.440276938901824,0.04003380530005615
186,SPSID,0.9140476745220659,0.47227973940763707
186,RENDOR,0.8609261056437962,0.26824650503046377
186,ND,0.8512606078563565,0.25607650228347134
186,NE,0.803936662539803,0.2423691487173907
186,Silencer,0.5228247979914334,0.051343700258978706
186,ICM,0.4629428519652421,0.045031136686261054
187,SPSID,0.9006515018775073,0.40081527302449554
187,RENDOR,0.849456055744813,0.2511064594593493
187,ND,0.8412110207095935,0.24203404696813685
187,NE,0.8277593805986802,0.2314900715656198
187,Silencer,0.5037853287438971,0.046011859292495745
187,ICM,0.5063914295288289,0.048023469371927065
188,SPSID,0.902147751741288,0.43902038187828296
188,RENDOR,0.8519447895209457,0.24234242473561454
188,ND,0.8473287996775324,0.2562540081352216
188,NE,0.7907904090086652,0.20619340043455409
188,Silencer,0.5151668552204296,0.05084019762481235
188,ICM,0.4617276588006836,0.04363147726550873
189,SPSID,0.9079540273859052,0.41368836377478385
189,RENDOR,0.8457546533190932,0.25527263769224745
189,ND,0.835954707517043,0.2350160416914903
189,NE,0.7932102721055904,0.22023542561467177
189,Silencer,0.5366359013597309,0.05630086078290151
189,ICM,0.4409172206015972,0.04356415046687467
190,SPSID,0.9164016842105263,0.45835649157569075
190,RENDOR,0.8595208421052631,0.2808440735086897
190,ND,0.8524402105263158,0.257536214045697
190,NE,0.8109418947368422,0.267761088214985
190,Silencer,0.5017808421052631,0.0509255958441079
190,ICM,0.4527983157894737,0.04491762520616387
191,SPSID,0.9057798050825879,0.4128184929179597
191,RENDOR,0.8516763005780347,0.26137491625695325
191,ND,0.8460702851168259,0.24935845042190988
191,NE,0.7841774517717548,0.23228152481687014
191,Silencer,0.5534156053112015,0.056359134073074295
191,ICM,0.44287543813078645,0.042047889171936484
192,SPSID,0.9140174625559189,0.4767566681293227
192,RENDOR,0.8625092395018339,0.2904456460451843
192,ND,0.8545861359480406,0.2657171904735004
192,NE,0.8134449210837844,0.28026698763101565
192,Silencer,0.5390122326492205,0.0586272562687014
192,ICM,0.4593576772159012,0.04659979489282313
193,SPSID,0.9206233997019918,0.49846975760917583
193,RENDOR,0.867994767475234,0.27961387650807573
193,ND,0.8605953977713261,0.2645944286596402
193,NE,0.8105150139989441,0.2596529560290335
193,Silencer,0.5311952503033845,0.05573248289842284
193,ICM,0.4466002737535361,0.04706925752993244
194,SPSID,0.9148367961117241,0.4611644560390359
194,RENDOR,0.8603720367304278,0.27014906167061686
194,ND,0.8497320393506558,0.2377384381240816
194,NE,0.8124570675860636,0.24528190182553572
194,Silencer,0.4899103396292333,0.046258894276801535
194,ICM,0.4527670476914922,0.04436636214237305
195,SPSID,0.9059022898513851,0.44600032068644346
195,RENDOR,0.8517050627486775,0.29222260398775773
195,ND,0.8485905412580298,0.2680453658431946
195,NE,0.7766985994033203,0.26371864452636384
195,Silencer,0.49043209930825105,0.056177390786990286
195,ICM,0.48123959049650805,0.05282621620261457
196,SPSID,0.9081309970058788,0.44652622876231984
196,RENDOR,0.8559514082678281,0.25774508862909135
196,ND,0.8530792665680785,0.25891428084349766
196,NE,0.8096328406760176,0.23543413136015698
196,Silencer,0.5644737442720424,0.058425395915820855
196,ICM,0.43346996782231584,0.04000891833725166
197,SPSID,0.9067914282222542,0.4381714582761018
197,RENDOR,0.8527451261696395,0.2766067375385365
197,ND,0.8395623781210315,0.23522471768390638
197,NE,0.8004353901986727,0.233916137356309
197,Silencer,0.529253928022997,0.05364938943815693
197,ICM,0.48590321946450293,0.04826594466011464
198,SPSID,0.9103401896709674,0.44364650037983017
198,RENDOR,0.863072812975009,0.2952709851152744
198,ND,0.851103684407163,0.25540445386723687
198,NE,0.8061146112154602,0.2654275102309966
198,Silencer,0.5474547957684848,0.061837349996628564
198,ICM,0.448862537169061,0.0459586035753075
199,SPSID,0.9187633588363177,0.4783974807215073
199,RENDOR,0.8667885233189321,0.3018974338373538
199,ND,0.8502597135781961,0.2564369118930547
199,NE,0.8168835802586257,0.27015031822389346
199,Silencer,0.5452983757683662,0.0635052338752226
199,ICM,0.4651707156607179,0.047298724183371714
200,SPSID,0.9064819929201449,0.44792139470964565
200,RENDOR,0.8536579540677901,0.26885826852913636
200,ND,0.8435747840088376,0.2441515686306252
200,NE,0.7883812039922323,0.2391892393139485
200,Silencer,0.5023296996098785,0.04863741516539337
200,ICM,0.43286556960178424,0.04092174044376795
201,SPSID,0.9119627033273424,0.44387373740798924
201,RENDOR,0.8541508732180022,0.2422113299232505
201,ND,0.8480802919819623,0.24735321266437899
201,NE,0.7924661673479827,0.21449212788635108
201,Silencer,0.4852779395798621,0.04658569160545625
201,ICM,0.46321723551474575,0.043331237442536495
202,SPSID,0.9045917603773863,0.42737312804782795
202,RENDOR,0.8454718236326626,0.2593182471022591
202,ND,0.8442345307024258,0.2460846893590191
202,NE,0.8026888682997809,0.2307233511395577
202,Silencer,0.544108919841758,0.058758123822027386
202,ICM,0.4637203480078308,0.04386722012981693
203,SPSID,0.9181861589555922,0.43915432276666616
203,RENDOR,0.8651667078597239,0.2638907602625958
203,ND,0.8631253261117032,0.25492803551585763
203,NE,0.8061959673325767,0.23132442279837523
203,Silencer,0.5150753301424217,0.04860566878876139
203,ICM,0.48538089403994045,0.045372206529347085
204,SPSID,0.911338386781831,0.4267562572015551
204,RENDOR,0.8621352056150166,0.2686923465679124
204,ND,0.854969331705226,0.26628342037862807
204,NE,0.804265511948906,0.24613345622395683
204,Silencer,0.5363926414376543,0.05726900299824097
204,ICM,0.4586600819331009,0.04721309144942339
205,SPSID,0.8994021120314349,0.38914729236493895
205,RENDOR,0.8509026366904064,0.265512038371199
205,ND,0.8367307048290951,0.22903298543943554
205,NE,0.7964908128865175,0.22834986166482674
205,Silencer,0.49305842691612156,0.04826597602159652
205,ICM,0.421118081757496,0.038794958525644796
206,SPSID,0.9158849947928721,0.4321794228590208
206,RENDOR,0.865506483597547,0.2523599343081848
206,ND,0.8609615468062949,0.25508028782014647
206,NE,0.800280877545707,0.22587543610240896
206,Silencer,0.5283971537983105,0.04897002580595488
206,ICM,0.43810614224137934,0.03902382938698351
207,SPSID,0.9108932278565444,0.42760907518875035
207,RENDOR,0.8624606445616474,0.2666980711999459
207,ND,0.8575277547934946,0.2423152952030535
207,NE,0.8183110577120094,0.2429957032268706
207,Silencer,0.5579077511140718,0.05976361600121541
207,ICM,0.43829250365544564,0.0411926890330849
208,SPSID,0.9161655829524238,0.45104779739225936
208,RENDOR,0.8591068477864332,0.282202031044833
208,ND,0.8528333226034894,0.25328330741571237
208,NE,0.8012060344642588,0.25154339717126684
208,Silencer,0.5004789802356273,0.04860508516040248
208,ICM,0.4812129015644112,0.047480831770154185
209,SPSID,0.9254000176101245,0.5041073571557715
209,RENDOR,0.8711996398094114,0.25974084565185035
209,ND,0.8648283375951652,0.27820152292134687
209,NE,0.8244860612233227,0.2516269270372762
209,Silencer,0.5045393726983158,0.04617191620437218
209,ICM,0.45307310289486846,0.040763438757133716
210,SPSID,0.9240846370093779,0.4893197566202291
210,RENDOR,0.8702684606965815,0.28667382654780643
210,ND,0.8636044764909118,0.2645199696099074
210,NE,0.8069417798665208,0.2580764600804176
210,Silencer,0.548226571385652,0.060436112044799005
210,ICM,0.4940702590184338,0.05231791913206388
211,SPSID,0.9112443473965812,0.46055207533325
211,RENDOR,0.8641381045294457,0.30024764600351206
211,ND,0.8516356502104578,0.26464249616453367
211,NE,0.8092016253727495,0.27303825412056476
211,Silencer,0.5416183472615936,0.06346144315129851
211,ICM,0.4701627673673747,0.05061048042548022
212,SPSID,0.8993356328388491,0.43007273262912027
212,RENDOR,0.8413703493887014,0.26582754351809823
212,ND,0.8304785073909149,0.23876036502102713
212,NE,0.7840936413100759,0.24535448437553162
212,Silencer,0.538738282896817,0.05719773157378089
212,ICM,0.48049345225548057,0.04964546114704167
213,SPSID,0.9017642909244473,0.4306740048409785
213,RENDOR,0.8484064675470926,0.2782384122726651
213,ND,0.8400030112676597,0.24166833787304107
213,NE,0.7880835380835381,0.2446114796952174
213,Silencer,0.4951301843391688,0.053344671611913946
213,ICM,0.501189710662367,0.05480405120701705
214,SPSID,0.9136685580218873,0.46587890697276846
214,RENDOR,0.8707984976368968,0.2851408899780407
214,ND,0.862179045662422,0.26226517609488975
214,NE,0.8191141983369454,0.26287136403635974
214,Silencer,0.5193721066347861,0.05291967578276795
214,ICM,0.4757527138755412,0.04742923868996265
215,SPSID,0.9126210790399869,0.4469131602823816
215,RENDOR,0.8632717506182214,0.2771193842626629
215,ND,0.8481883890673152,0.23264504704098307
215,NE,0.8073051875870042,0.2483312792441087
215,Silencer,0.5449230173307202,0.05845998396049555
215,ICM,0.46373101299376474,0.0452930487510506
216,SPSID,0.9028757882498054,0.4383703793622915
216,RENDOR,0.8526267064362106,0.28284986071305696
216,ND,0.8428685282387163,0.25388884403536
216,NE,0.7990488302466682,0.2787123483689125
216,Silencer,0.5360817136101613,0.05935046010999677
216,ICM,0.47853307163256065,0.05091245809089586
217,SPSID,0.9152381953938374,0.4559398976502408
217,RENDOR,0.8634252382617903,0.27908293806658796
217,ND,0.8553753020774186,0.27659776407446324
217,NE,0.811316388226054,0.2530374586523823
217,Silencer,0.5557568036626894,0.05777597271162763
217,ICM,0.4626562379857093,0.04736242283411794
218,SPSID,0.9146947040059382,0.5005669233950552
218,RENDOR,0.8605908136371964,0.28577949117187373
218,ND,0.8582463150768931,0.2687101669079721
218,NE,0.812790335833759,0.26777371108062614
218,Silencer,0.5177262435517901,0.04753635921837178
218,ICM,0.45961668343385814,0.04222608786315871
219,SPSID,0.9134026705503303,0.43995346268280555
219,RENDOR,0.8629715165511933,0.2715231047188423
219,ND,0.8557065893831759,0.2632768284742046
219,NE,0.8138268704527073,0.2512477745326913
219,Silencer,0.555645840697146,0.058465822616837616
219,ICM,0.4699667177814925,0.04392428078278326
220,SPSID,0.9070256927012216,0.44956778678372955
220,RENDOR,0.8486044611926327,0.25734408234266803
220,ND,0.8428180028637358,0.256446121537646
220,NE,0.8077715246539369,0.24131748095290123
220,Silencer,0.5326727376956041,0.05607166940556772
220,ICM,0.4511759459825502,0.042805101582216135
221,SPSID,0.9105482828422503,0.4581167186306323
221,RENDOR,0.86475523601203,0.2956910877852469
221,ND,0.851931278500012,0.2627346763221592
221,NE,0.817543515012361,0.2711805600667465
221,Silencer,0.5352833487789797,0.05562652124026141
221,ICM,0.46183272789297436,0.048468808789819406
222,SPSID,0.9112278000942435,0.4629166895281087
222,RENDOR,0.8503286901733749,0.26209418762971814
222,ND,0.8486453083122827,0.26525664165983526
222,NE,0.7977776177514255,0.25407796505787583
222,Silencer,0.5433086434535883,0.05613923926208016
222,ICM,0.45608846656818064,0.04599556394838454
223,SPSID,0.8996672862783486,0.4103745244718712
223,RENDOR,0.8379812662563535,0.25053949346715415
223,ND,0.8328287893734484,0.23695216571938504
223,NE,0.7865243334947875,0.21750777235965021
223,Silencer,0.519518190632452,0.053090711589958275
223,ICM,0.5045963690586382,0.050081163069336694
224,SPSID,0.9109760869687793,0.41511362450289246
224,RENDOR,0.8639591544451399,0.2595806623535637
224,ND,0.8511032923411764,0.24600866462271295
224,NE,0.8111229144464932,0.22425355102236738
224,Silencer,0.5057474725262333,0.046468870018441626
224,ICM,0.46530834334173476,0.04328844707022457
225,SPSID,0.9211318549763885,0.49081025380369975
225,RENDOR,0.8646580240419665,0.2890758668662856
225,ND,0.8550587081029432,0.26070171236798945
225,NE,0.7942552804155038,0.26469739534042985
225,Silencer,0.500779572801655,0.05100032155525142
225,ICM,0.43464549886367354,0.042725012360305084
226,SPSID,0.9066622549709178,0.447541185563328
226,RENDOR,0.8582413624654952,0.2939137845965246
226,ND,0.8543180572864417,0.2655581963585436
226,NE,0.8180768793020362,0.2678398135808455
226,Silencer,0.5282740385133994,0.05350986302594209
226,ICM,0.46738008894278027,0.04409526114712653
227,SPSID,0.9037600237085728,0.4431394002362792
227,RENDOR,0.8511819948487063,0.2832347098452499
227,ND,0.842599392560631,0.25316414261139153
227,NE,0.7962591972288852,0.2580803665071717
227,Silencer,0.523010885608818,0.05775248571184234
227,ICM,0.4657786882287638,0.04719043485947667
228,SPSID,0.9074605389348953,0.47500602736146674
228,RENDOR,0.847774818072057,0.2598972032262842
228,ND,0.8406464686326003,0.2404467537917701
228,NE,0.8083796360613409,0.23679541620467487
228,Silencer,0.5476756466778031,0.05361684158897585
228,ICM,0.46798708020220847,0.04445782094818122
229,SPSID,0.9034221196426994,0.457748765972017
229,RENDOR,0.8645393068469992,0.30592541512843324
229,ND,0.8497651351232006,0.2639368674929714
229,NE,0.8019356146150061,0.27922528987802214
229,Silencer,0.5019951883650218,0.0560056159452218
229,ICM,0.4601478816820378,0.05294448711551904
230,SPSID,0.906832784180923,0.42613606097266915
230,RENDOR,0.8524106759064938,0.25211794328849557
230,ND,0.8419432845737145,0.23558585149012656
230,NE,0.8154285524958607,0.2349486299568855
230,Silencer,0.5019859728542294,0.047965202669538715
230,ICM,0.46595661942996847,0.045508249986674985
231,SPSID,0.9121044958998589,0.4408412083022091
231,RENDOR,0.8503707267568156,0.24485748652498865
231,ND,0.8465229198911156,0.25328479429513584
231,NE,0.801734583740632,0.22782650916896663
231,Silencer,0.4985914250027153,0.05170508998737286
231,ICM,0.4558118992342783,0.04460856080203488
232,SPSID,0.9105515103194917,0.458947181976585
232,RENDOR,0.8599785490736769,0.2921292243215003
232,ND,0.8488491504732805,0.2537268975831888
232,NE,0.8212276216916589,0.26156145728229857
232,Silencer,0.5350831365912573,0.0595340230476906
232,ICM,0.47978205402799373,0.04957862018753889
233,SPSID,0.9092016439011424,0.4527470130828498
233,RENDOR,0.8543643764531211,0.271188789668651
233,ND,0.8478651299178268,0.2556983452353225
233,NE,0.8025667076166338,0.2560556055584764
233,Silencer,0.5153150740414533,0.054376243782995416
233,ICM,0.4814286924728245,0.05056224197147483
234,SPSID,0.9138581375648258,0.47571624743003593
234,RENDOR,0.8651769664662493,0.2859139915787962
234,ND,0.8576864191408914,0.27768919135238174
234,NE,0.820364057108618,0.25815605233415434
234,Silencer,0.519291101055807,0.05571889440324375
234,ICM,0.47485195975123456,0.04842249713870498
235,SPSID,0.9032896289420281,0.40649139358634284
235,RENDOR,0.8573877799446061,0.2771879529392435
235,ND,0.843965206188984,0.24842326007827223
235,NE,0.7937221875815238,0.23395219147475116
235,Silencer,0.5422866042889332,0.05697061815470919
235,ICM,0.44529006502728796,0.04650010875525353
236,SPSID,0.9172230433804576,0.4869988475778308
236,RENDOR,0.857559715808697,0.2738154104014515
236,ND,0.8522237674998011,0.2619535315590447
236,NE,0.801495051049913,0.24805044579289862
236,Silencer,0.5118038463857432,0.057149106371463546
236,ICM,0.46157159737522263,0.04757344672773613
237,SPSID,0.9168784087782617,0.49823455072809086
237,RENDOR,0.8614985123395325,0.3025528245284677
237,ND,0.8510528402687924,0.2657793812515752
237,NE,0.8155373422794554,0.28955345493033685
237,Silencer,0.5019037624649593,0.05012902769843156
237,ICM,0.5066175975795385,0.05057466000187857
238,SPSID,0.9118434506932195,0.4184796852380659
238,RENDOR,0.8660891696992699,0.27675961139325544
238,ND,0.8543193945212207,0.24719287921916933
238,NE,0.832368109664888,0.25216769713791426
238,Silencer,0.5229514857895559,0.04974222361767159
238,ICM,0.48563818624277194,0.04395930025011824
239,SPSID,0.9016905291480916,0.3914476725177569
239,RENDOR,0.8512536630747245,0.2366747787253754
239,ND,0.8460134281496776,0.23647538382213207
239,NE,0.7824658934065962,0.20679305089955705
239,Silencer,0.5341913857909757,0.05637318361912938
239,ICM,0.4539605673983952,0.04298465540953059
240,SPSID,0.9199462391204234,0.43788686120162856
240,RENDOR,0.8703497241321136,0.288504736851224
240,ND,0.8620009903319922,0.2552548640853667
240,NE,0.8267693419448082,0.25779561579620053
240,Silencer,0.5154796603503614,0.052540850397190836
240,ICM,0.5014343521461352,0.05099337077498353
241,SPSID,0.9134398035296123,0.44558301928635213
241,RENDOR,0.8543181837239798,0.2633929096887111
241,ND,0.8490080047234082,0.25621273465354344
241,NE,0.8037393576569074,0.2404948806207038
241,Silencer,0.4923491881857171,0.049834136601613704
241,ICM,0.44147149388319934,0.04228851110804495
242,SPSID,0.9031632602642065,0.43282410768687535
242,RENDOR,0.8510684198080744,0.27103262212374485
242,ND,0.8421142606559633,0.23463337004029133
242,NE,0.8077060517613178,0.25468285597166346
242,Silencer,0.5164129805639182,0.05128303288454594
242,ICM,0.45284535485760874,0.04187202620351132
243,SPSID,0.9022932335970394,0.44553773827215926
243,RENDOR,0.8436913202745826,0.2570707030426602
243,ND,0.8372541864617215,0.23685046570542068
243,NE,0.7926444483207978,0.24718077548886985
243,Silencer,0.502920732562395,0.050253486799237405
243,ICM,0.43646770712553573,0.041918689429429626
244,SPSID,0.9083230902003009,0.43895510375840385
244,RENDOR,0.8611347386786105,0.28405730871343415
244,ND,0.8544346312061569,0.264447040517048
244,NE,0.8028896841756742,0.24811260321338813
244,Silencer,0.5279869985626697,0.05211423767207688
244,ICM,0.45708624714314783,0.04191821958554332
245,SPSID,0.9077112178044958,0.44100971422910507
245,RENDOR,0.8577044010061126,0.2644104115765015
245,ND,0.8473951402521597,0.23512627403669856
245,NE,0.8056867887033596,0.24218609247775585
245,Silencer,0.5174618851359871,0.051376219680919905
245,ICM,0.46149629044553697,0.04403812979199371
246,SPSID,0.9161787079181851,0.47447013568123125
246,RENDOR,0.8584909201820654,0.27745840957996565
246,ND,0.8528082002513048,0.258623423892081
246,NE,0.8058845979384668,0.249505945683731
246,Silencer,0.5094924373953983,0.05190137386847582
246,ICM,0.46150324037143053,0.04702931720034832
247,SPSID,0.9094642900071935,0.41791591667376393
247,RENDOR,0.8427534262028,0.24783960544441413
247,ND,0.8397238367224996,0.24951545043701376
247,NE,0.7995507754429934,0.2133681009582338
247,Silencer,0.5152505809221647,0.05580796305748293
247,ICM,0.4601808651255817,0.04668681081583129
248,SPSID,0.8994407419665424,0.4320190159950948
248,RENDOR,0.8570446537222022,0.28700649141234613
248,ND,0.8416471931372942,0.2519663162230228
248,NE,0.7876022987122397,0.24695915741755387
248,Silencer,0.5110077676816304,0.054691101487671236
248,ICM,0.4848428243805245,0.048861672031106584
249,SPSID,0.9172919040902561,0.4739020019984415
249,RENDOR,0.8555164217499307,0.2809544033784941
249,ND,0.8485181076815245,0.2653294994574298
249,NE,0.8062441059363228,0.2457259990355147
249,Silencer,0.5371989110311982,0.05761478053453223
249,ICM,0.48140623948665673,0.04657953809305478
250,SPSID,0.909254947368421,0.4546211521095515
250,RENDOR,0.8627995789473684,0.26066672643491784
250,ND,0.8528323157894737,0.24885307009808705
250,NE,0.8113162105263158,0.2382869122232089
250,Silencer,0.5045587368421053,0.051792539369423324
250,ICM,0.41673768421052626,0.041253479374601276
251,SPSID,0.9091983298643705,0.47513056200486536
251,RENDOR,0.8670091166183864,0.3079247391342557
251,ND,0.8582732661688475,0.2803225181614737
251,NE,0.8166252656252228,0.274556597899794
251,Silencer,0.5308637003890104,0.05874341731397175
251,ICM,0.43805615608737924,0.042559380041832316
252,SPSID,0.8992035323541913,0.41567944039814664
252,RENDOR,0.8457365485596173,0.27430939866264786
252,ND,0.8425303016665188,0.2518805779820004
252,NE,0.8017530749556804,0.25145300963287953
252,Silencer,0.5110994767562209,0.05052762957299132
252,ICM,0.48649443504414475,0.04802762120603275
253,SPSID,0.9141858342869748,0.464722514762302
253,RENDOR,0.8651151608322188,0.2781317202216751
253,ND,0.8593738151291206,0.2580821943784697
253,NE,0.8148141605426794,0.2484501133819873
253,Silencer,0.48956279557142657,0.04820817601822049
253,ICM,0.4431645445270168,0.04294984696217347
254,SPSID,0.8975755963533182,0.4117098751270055
254,RENDOR,0.8478365645704354,0.2713193879975229
254,ND,0.8383135157013687,0.2311674154912846
254,NE,0.785146916069295,0.23773562762322117
254,Silencer,0.5142980968963832,0.05400139978159022
254,ICM,0.4319297647170631,0.041993270234029934
255,SPSID,0.9162440148521258,0.4551541392896834
255,RENDOR,0.864840180375683,0.2822996295722202
255,ND,0.8558315581127581,0.2485835323827566
255,NE,0.8111766726061898,0.24950477414617778
255,Silencer,0.5062012436498535,0.052740935927455664
255,ICM,0.46421437364577217,0.04742692260828138
256,SPSID,0.9109887482593533,0.44808908138591225
256,RENDOR,0.8590717362914485,0.2644306895390183
256,ND,0.8475747115709471,0.24409191267294614
256,NE,0.8075731756901836,0.24770542901524545
256,Silencer,0.5240556780706901,0.05332512571530121
256,ICM,0.46051111327207656,0.04681932108772704
257,SPSID,0.913810787124453,0.45557371905711685
257,RENDOR,0.8608628431529888,0.26040897280891934
257,ND,0.8526063237387755,0.2472943639001754
257,NE,0.805526881734633,0.23611304226309376
257,Silencer,0.5373985876849847,0.055008763051688093
257,ICM,0.46320614925224624,0.04351942048427987
258,SPSID,0.9049465325679488,0.4222072966663706
258,RENDOR,0.8432274412275351,0.23826176128688217
258,ND,0.8334186309626224,0.2316025144294531
258,NE,0.7903383229318193,0.22949875857768792
258,Silencer,0.5148073764722444,0.054184750337239844
258,ICM,0.5246956449199423,0.0542375097087016
259,SPSID,0.917642886079785,0.45786948654399495
259,RENDOR,0.8584898358452784,0.27808221042559284
259,ND,0.8504515160597597,0.2595716378298393
259,NE,0.8012761185181281,0.24067030612016116
259,Silencer,0.5275985949357083,0.055399258411336166
259,ICM,0.468831105738828,0.04678189391684054
260,SPSID,0.9011976630963974,0.4601351865634694
260,RENDOR,0.8473056637455372,0.27848857551372497
260,ND,0.8405123133722817,0.24216735550164764
260,NE,0.7968236773774748,0.25141068464840455
260,Silencer,0.505181759169101,0.05264866099488788
260,ICM,0.4522233041220383,0.045355653706511956
261,SPSID,0.9043622315545248,0.45543330877472676
261,RENDOR,0.8353662348432513,0.2599089496234443
261,ND,0.8293409252590188,0.23557484093436248
261,NE,0.7979015771802255,0.24631702647533088
261,Silencer,0.5529895680262339,0.06812646724878241
261,ICM,0.44507763246501775,0.04718096736447801
262,SPSID,0.8986811363242606,0.4154130400196136
262,RENDOR,0.8424948667806574,0.25490928749186126
262,ND,0.8338468203759584,0.23499098677936228
262,NE,0.7925660945331297,0.23310446687086697
262,Silencer,0.5328032914244252,0.05148450073896736
262,ICM,0.4605217072381971,0.043361898372243426
263,SPSID,0.9072327469919985,0.4193567367069256
263,RENDOR,0.8590881462259805,0.2798354550940203
263,ND,0.8453820608805414,0.24162294932062464
263,NE,0.801509607727354,0.24853749938141959
263,Silencer,0.5332861298763212,0.05524606861890816
263,ICM,0.42761618930500406,0.04085180225232886
264,SPSID,0.9116108864345778,0.43716598992791306
264,RENDOR,0.8619661414476183,0.28320041151694236
264,ND,0.8573400075486849,0.25594800710221854
264,NE,0.7841108555574,0.24771250703504102
264,Silencer,0.4961950943596084,0.050590220383288115
264,ICM,0.44541187119674286,0.04407896484181403
265,SPSID,0.9140924607581722,0.465534449733914
265,RENDOR,0.8503905502300516,0.2584342318178431
265,ND,0.8453281880946409,0.25002430235236434
265,NE,0.7907575067428899,0.23557150513888944
265,Silencer,0.5377393022196519,0.06048533514684078
265,ICM,0.49840381593829813,0.05098883717279064
266,SPSID,0.9077725908844938,0.42750013512449736
266,RENDOR,0.8547604045992611,0.26555626286096884
266,ND,0.8515741238996198,0.2422949895052124
266,NE,0.8123206954883527,0.23002508861239396
266,Silencer,0.5376685443522546,0.05476804324947395
266,ICM,0.4819473233536902,0.04647533383582407
267,SPSID,0.9079431769872428,0.4693784781391852
267,RENDOR,0.8572778672610576,0.2854417560265794
267,ND,0.8476703834589695,0.2572880217043539
267,NE,0.8008127876229931,0.25469067999716777
267,Silencer,0.5321702150742444,0.05743694257520706
267,ICM,0.4412880784231053,0.04387612923885207
268,SPSID,0.9114200631174317,0.4460880531752537
268,RENDOR,0.8616645530851699,0.2615933213940186
268,ND,0.8510752241670688,0.24883862717453187
268,NE,0.8073015672140889,0.2371290579715564
268,Silencer,0.520726061382625,0.049773554763921014
268,ICM,0.46503670425414306,0.04353131858960166
269,SPSID,0.911363460196884,0.44475040150717937
269,RENDOR,0.8584903972858396,0.27083499554960777
269,ND,0.8496257637409486,0.25516210010954593
269,NE,0.8057199757067984,0.23075765597788248
269,Silencer,0.5599182617243232,0.06021788258941509
269,ICM,0.45943112000006814,0.04479648870608227
270,SPSID,0.9056817139761606,0.4128436635265087
270,RENDOR,0.8545501383898176,0.27001354356380997
270,ND,0.8499519449611967,0.2518895442676233
270,NE,0.7873484320478155,0.24891900066282827
270,Silencer,0.49258401972792343,0.050114233424472125
270,ICM,0.47435953697422784,0.047016996300764585
271,SPSID,0.9088215936250901,0.43720432722046504
271,RENDOR,0.8553467662277178,0.275790056022134
271,ND,0.8456992389618765,0.24803750246860756
271,NE,0.7966611563480407,0.24557985023519413
271,Silencer,0.5725677231806992,0.06333372181188139
271,ICM,0.48767046588635093,0.049311264365546795
272,SPSID,0.8967432043044413,0.42465161986086863
272,RENDOR,0.8441684052578431,0.23525320739501662
272,ND,0.8361200324669107,0.2314825301965402
272,NE,0.8004600359584023,0.21143504075230282
272,Silencer,0.5361483870783105,0.053797037176929685
272,ICM,0.4679163609409945,0.04382841349516857
273,SPSID,0.9138825328093416,0.4532904987760802
273,RENDOR,0.8677506490041761,0.29375923590685327
273,ND,0.8564076122460846,0.26015360314922537
273,NE,0.7981588461235896,0.2541563867481483
273,Silencer,0.5218793074552538,0.055010766094458895
273,ICM,0.47734385421262704,0.045852398423739005
274,SPSID,0.9016905838251545,0.45528322455259823
274,RENDOR,0.8518416117024006,0.27883723606512234
274,ND,0.8417581900760553,0.25772371017520246
274,NE,0.8105644590563384,0.2496929357180436
274,Silencer,0.5483311602801162,0.05999286102066283
274,ICM,0.473137478937943,0.050573824384082214
275,SPSID,0.9179346951842646,0.4459379451507792
275,RENDOR,0.866346626966604,0.30256085366899477
275,ND,0.8584667073024566,0.2722020986016923
275,NE,0.8057300406252761,0.2710636674258138
275,Silencer,0.5572655136195607,0.06273545259338834
275,ICM,0.47530863224031994,0.050116203777463834
276,SPSID,0.889253855090562,0.38297640288752544
276,RENDOR,0.8496265436995561,0.2579778522378006
276,ND,0.8370903470477147,0.2329311185139884
276,NE,0.7913634711936578,0.22272319300173044
276,Silencer,0.5127614885025411,0.05706595522991958
276,ICM,0.4545602407480386,0.044757078582762594
277,SPSID,0.9070611017404093,0.47921941537529444
277,RENDOR,0.8626811007239263,0.2920632283206889
277,ND,0.8431344520998313,0.264998842746787
277,NE,0.823387683403693,0.28515025615546147
277,Silencer,0.5461921994466521,0.0645851894959466
277,ICM,0.47240725387613525,0.05286650005869957
278,SPSID,0.9064968111681659,0.4604084960146114
